review	aspect	sentiment
I asked for seltzer with lime, no ice. [SEP] soda water. [SEP] accompanied by (another person or thing) having or possessing (something) indicating the instrument used to perform an action in opposition to indicating the manner or attitude in which a person does something indicating responsibility in relation to employed by in the same direction as indicating separation or removal from something [SEP] a white caustic alkaline substance consisting of calcium oxide, which is obtained by heating limestone and which combines with water with the production of much heat; quicklime. birdlime.	seltzer with lime	0
Don't go alone---even two people isn't enough for the whole experience, with pickles and a selection of meats and seafoods. [SEP] Vegetables of several kinds pickled together.	pickles	1
My suggestion is to eat family style because you'll want to try the other dishes. [SEP] put (food) into the mouth and chew and swallow it perform fellatio or cunnilingus on (someone). [SEP] a group of one or more parents and their children living together as a unit all the descendants of a common ancestor a group of related things	eat family style	1
Best of all is the warm vibe, the owner is super friendly and service is fast. [SEP] not found	vibe	1
Great food at REASONABLE prices, makes for an evening that can't be beat! [SEP] any nutritious substance that people or animals eat or drink or that plants absorb in order to maintain life and growth	food	1
this little place has a cute interior decor and affordable city prices. [SEP] the decoration of the interior of a building or room, especially with regard for colour combination and artistic effect.	interior decor	1
Two words: Free wine. [SEP] an alcoholic drink made from fermented grape juice	wine	1
The price is reasonable although the service is poor. [SEP] the amount of money expected, required, or given in payment for something an unwelcome experience or action undergone or done as a condition of achieving an objective	price	1
The quantity is also very good, you will come out satisfied. [SEP] the amount or number of a material or abstract thing not usually estimated by spatial measurement the perceived length of a vowel sound or syllable. a value or component that may be expressed in numbers.	quantity	1
I stumbled upon this second floor walk-up two Fridays ago when I was with two friends in town from L.A. Being serious sushi lovers, we sat at the sushi bar to be closer to the action. [SEP] a Japanese dish consisting of small balls or rolls of vinegar-flavoured cold rice served with a garnish of vegetables, egg, or raw seafood.	sushi	0
The fried rice is amazing here. [SEP] (especially in Asian cuisine) rice that is first boiled or steamed then lightly fried in a pan, typically with egg, meat, or vegetables, and served as a main or side dish	fried rice	1
Three courses - choices include excellent mussels, puff pastry goat cheese and salad with a delicious dressing, and a hanger steak au poivre that is out of this world. [SEP] menses.	courses	1
it's a perfect place to have a amanzing indian food. [SEP] A fortified enclosure built (or used) by American Indians.	indian food	1
The place is so cool and the service is prompt and curtious. [SEP] a particular position, point, or area in space; a location a portion of space designated or available for or being used by someone a position in a sequence or series, typically one ordered on the basis of merit a square or short street	place	1
At the end you're left with a mild broth with noodles that you can slurp out of a cup. [SEP] soup consisting of meat or vegetables cooked in stock, sometimes thickened with barley or other cereals a liquid medium containing proteins and other nutrients for the culture of bacteria [SEP] accompanied by (another person or thing) having or possessing (something) indicating the instrument used to perform an action in opposition to indicating the manner or attitude in which a person does something indicating responsibility in relation to employed by in the same direction as indicating separation or removal from something [SEP] a SE Asian dish of stir-fried rice noodles, vegetables, and meat	broth with noodles	1
I just wonder how you can have such a delicious meal for such little money. [SEP] any of the regular occasions in a day when a reasonably large amount of food is eaten	meal	1
The wine list is excellent. [SEP] a list of the wines available in a restaurant.	wine list	1
They wouldnt even let me finish my glass of wine before offering another. [SEP] a hard, brittle substance, typically transparent or translucent, made by fusing sand with soda and lime and cooling rapidly. It is used to make windows, drinking containers, and other articles a drinking container made from glass a lens, or an optical instrument containing a lens or lenses, in particular a monocle or a magnifying lens. a mirror [SEP] expressing the relationship between a part and a whole. expressing the relationship between a scale or measure and a value indicating an association between two entities, typically one of belonging, in which the first is the head of the phrase and	glass of wine	0
Whem asked, we had to ask more detailed questions so that we knew what the specials were. [SEP] better, greater, or otherwise different from what is usual belonging specifically to a particular person or place denoting a group consisting of matrices of unit determinant.	specials	0
This is a consistently great place to dine for lunch or dinner. [SEP] eat dinner	dine	1
Nice atmosphere, the service was very pleasant and the desert was good. [SEP] the envelope of gases surrounding the earth or another planet the pervading tone or mood of a place, situation, or creative work	atmosphere	1
After really enjoying ourselves at the bar we sat down at a table and had dinner. [SEP] a long rigid piece of wood, metal, or similar material, typically used as an obstruction, fastening, or weapon a counter in a pub, restaurant, or cafe across which drinks or refreshments are served a barrier or restriction to an action or advance any of the short sections or measures, typically of equal time value, into which a piece of music is divided, shown on a score by vertical lines across the stave a partition in a court room, now usually notional, beyond which most people may not pass and at which an accused person stands the profession of barrister	bar	1
Try the lasagnette appetizer. [SEP] a small dish of food or a drink taken before a meal or the main course of a meal to stimulate one's appetite	lasagnette appetizer	1
I liked the beer selection! [SEP] an alcoholic drink made from yeast-fermented malt flavoured with hops [SEP] the action or fact of carefully choosing someone or something as being the best or most suitable a process in which environmental or genetic influences determine which types of organism thrive better than others, regarded as a factor in evolution the action of choosing and acquiring plots of land for small farming on terms favourable to the buyer	beer selection	1
Great food, good size menu, great service and an unpretensious setting. [SEP] any nutritious substance that people or animals eat or drink or that plants absorb in order to maintain life and growth	food	1
Go here for a romantic dinner but not for an all out wow dining experience. [SEP] the main meal of the day, taken either around midday or in the evening	dinner	1
I grew up eating Dosa and have yet to find a place in NY to satisfy my taste buds. [SEP] (in southern Indian cooking) a pancake made from rice flour and ground pulses to some certain extent. typically served with a spiced vegetable filling	Dosa	0
Wine list selection is good and wine-by-the-glass was generously filled to the top. [SEP] an alcoholic drink made from fermented grape juice [SEP] a number of connected items or names written or printed consecutively, typically one below the other palisades enclosing an area for a tournament. a selvedge of a piece of fabric. [SEP] the action or fact of carefully choosing someone or something as being the best or most suitable a process in which environmental or genetic influences determine which types of organism thrive better than others, regarded as a factor in evolution the action of choosing and acquiring plots of land for small farming on terms favourable to the buyer	Wine list selection	1
With the great variety on the menu , I eat here often and never get bored . [SEP] a list of dishes available in a restaurant	menu	1
The menu is very limited - i think we counted 4 or 5 entrees. [SEP] a list of dishes available in a restaurant	menu	-1
The menu is limited but almost all of the dishes are excellent. [SEP] a list of dishes available in a restaurant	menu	1
Not too crazy about their sake martini. [SEP] for the purpose of; in the interest of; in order to achieve or preserve out of consideration for or in order to help or please someone used to express impatience, annoyance, urgency, or desperation [SEP] a type of vermouth produced in Italy in the slightest. a cocktail made from gin (or vodka) and dry vermouth, typically garnished with an olive or a twist of lemon.	sake martini	-1
Great bagels, spreads and a good place to hang out in. [SEP] a dense bread roll in the shape of a ring, made by boiling dough and then baking it	bagels	1
One thing I liked about this place is that I never felt rushed or pressured to give up my table ot incoming guests. [SEP] a piece of furniture with a flat top and one or more legs, providing a level surface for eating, writing, or working at a set of facts or figures systematically displayed, especially in columns a flat, typically rectangular, vertical surface; a panel.	table	0
Unfortunately, the food is outstanding, but everything else about this restaurant is the pits. [SEP] any nutritious substance that people or animals eat or drink or that plants absorb in order to maintain life and growth	food	1
We always have a delicious meal and always leave feeling satisfied. [SEP] any of the regular occasions in a day when a reasonably large amount of food is eaten	meal	1
Dip the ingredients in with your chopsticks, swirl them around, and eat. [SEP] any of the foods or substances that are combined to make a particular dish	ingredients	0
First went here to enjoy their garden terrace. [SEP] a good deal of piece of ground adjoining a house, in which grass, flowers, and shrubs may be grown a large public hall [SEP] a level paved area next to a building; a patio each of a series of flat areas made on a slope, used for cultivation. a row of houses built in one block in a uniform style	garden terrace	1
The pizza was pretty good and huge. [SEP] a dish of Italian origin, consisting of a flat round base of dough baked with a topping of tomatoes and cheese, typically with added meat, fish, or vegetables	pizza	1
I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded. [SEP] the envelope of gases surrounding the earth or another planet the pervading tone or mood of a good deal of place, situation, or creative work	atmosphere	1
They are often crowded on the weekends but they are efficient and accurate with their service. [SEP] (of a space) full of people, leaving little or no room for movement; packed	crowded	1
All my co-workers were amazed at how small the dish was. [SEP] a shallow, flat-bottomed container for cooking or serving food a shallow, concave receptacle, especially one intended to hold a particular substance a sexually attractive person information which is not generally known or available concavity of a spoked wheel resulting from a difference in spoke tension on each side and consequent sideways displacement of the rim in relation to the hub.	dish	-1
We ordered the special, grilled branzino, that was so infused with bone, it was difficult to eat. [SEP] (of food, especially meat) cooked on a rack over an open flame [SEP] a sea bass (Dicentrarchus labrax), especially as an item on a menu	grilled branzino	-1
The wait staff is friendly, and the food has gotten better and better! [SEP] waiters and waitresses collectively	wait staff	1
Right off the L in Brooklyn this is a nice cozy place with good pizza. [SEP] a particular position, point, or area in space; a location a portion of space designated or available for or being used by someone a position in a sequence or series, typically one ordered on the basis of merit a square or short street	place	1
I also ordered for delivery and the restaurant forgot half the order. [SEP] the arrangement or disposition of people or things in relation to each other according to a particular sequence, pattern, or method an authoritative command or instruction a particular social, political, or economic system a society of monks, nuns, or friars living under the same religious, moral, and social regulations and discipline the quality or nature of something a principal taxonomic category that ranks below class and above family any of the five classical styles of architecture (Doric, Ionic, Corinthian, Tuscan, and Composite) based on the proportions of columns and the style of their	order	-1
Our server checked on us maybe twice during the entire meal. [SEP] a person or thing that serves in a certain respects. a computer or computer program which manages access to a centralized resource or service in a network	server	0
The strong scents coming from the left and right of me negatively affected my taste buds. [SEP] a distinctive smell in the slightest. especially one that is pleasant a trail indicated by the characteristic smell of an animal and perceptible to hounds or other animals the faculty or sense of smell	scents	-1
We had the lobster sandwich and it was FANTASTIC. [SEP] a great deal of large marine crustacean with a cylindrical body, stalked eyes, and the first of its five pairs of limbs modified as pincers. [SEP] an item of food consisting of two pieces of bread with a filling between them, eaten as a light meal relating to a sandwich course	lobster sandwich	1
Had we been stalling I could understand where they were coming from, but we had been there less than an hour and they hadn't even brought us a check yet! [SEP] examine (something) in order to determine its accuracy, quality, or condition, or to detect the presence of something stop or slow the progress of (something, typically something undesirable) (of a passenger) consign (baggage) to the care of the transport provider with whom they are travelling mark or click on (a box) in order to select a particular option on a form, questionnaire, etc in the least. move a piece or pawn to a square where it attacks (the opposing king) (in poker) choose not to make a bet when called upon, allowing another player to do so instead. (of a hound) pause to make sure of or regain	check	-1
Deep Fried Skewers are good and still rare to find in NYC. [SEP] extending far down from the top or surface very intense or extreme (of sound) low in pitch and full in tone; not shrill (of colour) dark and intense [SEP] a long piece of wood or metal used for holding pieces of food, typically meat, together during cooking	Deep Fried Skewers	1
I have tried to make reservations, but both times, the hostess didn't have my name. [SEP] the action of reserving something an expression of doubt qualifying overall approval of a plan or statement an area of land set aside for occupation by North American Indians or Australian Aboriginal people a right or interest retained in an estate being conveyed (in the Roman Catholic Church) the action of a superior of reserving to himself the power of absolution.	reservations	0
I also recommend the rice dishes or the different varieties of congee (rice porridge). [SEP] be renewed after destruction	rice dishes	1
Their tuna tartar appetizer is to die for. [SEP] a good deal of large and active predatory schooling fish of warm seas, extensively fished commercially and popular as a game fish. [SEP] a hard calcified deposit that forms on the teeth and contributes to their decay. [SEP] a small dish of food or a drink taken before a meal or the main course of a meal to stimulate one's appetite	tuna tartar appetizer	1
An oasis of refinement:  Food, though somewhat uneven, often reaches the pinnacles of new American fine cuisine - chef's passion (and kitchen's precise execution) is most evident in the fish dishes and soups. [SEP] a style or method of cooking, especially as characteristic of a particular country, region, or establishment	cuisine	1
If you love wine and cheese and delicious french fare, you'll love Artisanal! [SEP] an alcoholic drink made from fermented grape juice	wine	1
I love Indian food and consider myself to be quite an expert on it. [SEP] A fortified enclosure built (or used) by American Indians.	Indian food	1
Some baby pizzas get their wish. [SEP] a very young child a lover or spouse (often as a form of address) [SEP] a dish of Italian origin, consisting of a flat round base of dough baked with a topping of tomatoes and cheese, typically with added meat, fish, or vegetables	baby pizzas	0
Overall A oh ya even though there is waiting it is deff worth it [SEP] the action of staying where one is or delaying action until a particular time or event the action or occupation of working as a waiter or waitress official attendance at court.	waiting	-1
The lava cake dessert was incredible and I recommend it. [SEP] hot molten or semi-fluid rock erupted from a good deal of volcano or fissure, or solid rock resulting from cooling of this [SEP] an item of soft sweet food made from a mixture of flour, fat, eggs, sugar, and other ingredients, baked and sometimes iced or decorated an item of savoury food formed into a flat round shape, and typically baked or fried [SEP] the sweet course eaten at the end of a meal	lava cake dessert	1
VT is what baby pizzas hope to be when they grow up. [SEP] a very young child a lover or spouse (often as a form of address) [SEP] a dish of Italian origin, consisting of a flat round base of dough baked with a topping of tomatoes and cheese, typically with added meat, fish, or vegetables	baby pizzas	0
From the terrible service, to the bland food, not to mention the unaccommodating managers, the overall experience was horrible. [SEP] the action of helping or doing work for someone assistance or advice given to customers during and after the sale of goods a piece of work done for a client or customer that does not involve manufacturing goods a system supplying a public need such as transport, communications, or utilities such as electricity and water a ceremony of religious worship according to a prescribed form a periodic routine inspection and maintenance of a vehicle or other machine a set of matching crockery used for serving a particular meal (in tennis and other racket sports) the action or right of serving to begin p	service	-1
Lahore is a great place to duck into late-night when you need some really tasty food on the cheap -- you'll likely have trouble finishing the amount of food you get for FOUR DOLLARS. [SEP] any nutritious substance that people or animals eat or drink or that plants absorb in order to maintain life and growth	food	1
The last time I went we were seated at a table in a corridor next to the kitchen. [SEP] a piece of furniture with a flat top and one or more legs, providing a level surface for eating, writing, or working at a set of facts or figures systematically displayed, especially in columns a flat, typically rectangular, vertical surface; a panel.	table	-1
Nice restaurant overall, with classic upscale Italian decor. [SEP] relating to Italy, its people, or their language [SEP] the furnishing and decoration of a room	Italian decor	1
The entire dining experience was wonderful! [SEP] every difficult or sad situation has a comforting or more hopeful aspect, even though this may not be immediately apparent	dining experience	1
The wine selection (by the glass and bottle) is wonderful and I always recommend that friends make a reservation if they're going to be in town. [SEP] natural selection in which an apparently disadvantageous characteristic (especially altruistic behaviour) increases in the population due to increased survival of individuals genetically related to those possessing the characteristic.	wine selection	1
Service is highly refined: our seating was delayed 35 minutes past our reservation and the maitre d' apologized and regularly kept us apprised of progress. [SEP] the action of helping or doing work for someone assistance or advice given to customers during and after the sale of goods a great deal of piece of work done for a client or customer that does not involve manufacturing goods a system supplying a public need such as transport, communications, or utilities such as electricity and water a ceremony of religious worship according to a prescribed form a periodic routine inspection and maintenance of a vehicle or other machine a set of matching crockery used for serving a particular meal (in tennis and other racket sports) the action or right of serving to begin p	Service	1
Order the panang duck, it's fantastic. [SEP] In Borneo and (formerly) the Philippines: a good deal of (usually metal) crosspiece driven horizontally through the penis near its head; the practice of piercing the penis in this way. [SEP] a waterbird with a broad blunt bill, short legs, webbed feet, and a waddling gait. a pure white thin-shelled bivalve mollusc found off the Atlantic coasts of America. an amphibious transport vehicle	panang duck	1
Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders. [SEP] (of food) not cooked (of a part of the body) red and painful, especially as the result of skin abrasion (of an emotion or quality) strong and undisguised (of the weather) cold and damp; bleak new to an activity or job and therefore lacking experience or skill (of the edge of a piece of cloth) not having a hem or selvedge from a traditional tribal or rural culture [SEP] a plant or part of a plant used as food, such as a cabbage, potato, turnip, or bean a person with a dull or inactive life	raw vegatables	-1
Other than the crappy service from two individuals, it's great. [SEP] the action of helping or doing work for someone assistance or advice given to customers during and after the sale of goods a piece of work done for a client or customer that does not involve manufacturing goods a system supplying a public need such as transport, communications, or utilities such as electricity and water a ceremony of religious worship according to a prescribed form a periodic routine inspection and maintenance of a vehicle or other machine a set of matching crockery used for serving a particular meal (in tennis and other racket sports) the action or right of serving to begin p	service	-1
They have authentic Indian at amazin prices. [SEP] relating to India or its people, customs, or languages relating to or denoting indigenous peoples of North, Central, and South America, especially those of North America	Indian	1
Ambiance- relaxed and stylish. [SEP] the character and atmosphere of a place	Ambiance	1
Luckily we saved room for the BBQ Salmon, Sea Bass and Crispy Duck. [SEP] barbecue [SEP] a large edible fish that is a popular sporting fish, much prized for its pink flesh. Salmon mature in the sea but migrate to freshwater streams to spawn. any of a number of fishes resembling the salmon. a pale pink colour	BBQ Salmon	1
Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right. [SEP] any of the foods or substances that are combined to make a particular dish	ingredients	1
and yes Dal Bukhara is so dam good and so are all the kababs. [SEP] (in Indian cooking) split pulses, in particular lentils. [SEP] a city in the central Asian republic of Uzbekistan; population 249,000 (est. 2009). It is one of the oldest trade centres in central Asia, and is noted for the production of karakul fleeces.	Dal Bukhara	1
I look forward to eating here again [SEP] That eats or is inclined to eat apples; also figurative and allusive.	eating	1
I've been coming here as a child and always come back for the taste. [SEP] the sensation of flavour perceived in the mouth and throat on contact with a substance a person's liking for particular flavours the ability to discern what is of good quality or of a high aesthetic standard	taste	1
A glass of Leaping Lizard, a glass of prosecco, and the mussels had everything happy. [SEP] a good deal of hard, brittle substance, typically transparent or translucent, made by fusing sand with soda and lime and cooling rapidly. It is used to make windows, drinking containers, and other articles a drinking container made from glass a lens, or an optical instrument containing a lens or lenses, in particular a monocle or a magnifying lens. a mirror [SEP] expressing the relationship between a part and a whole. expressing the relationship between a scale or measure and a value indicating an association between two entities, typically one of belonging, in which the first is the head of the phrase and	glass of Leaping Lizard	1
Food was average and creme brulee was awful - the sugar was charred, not caramelized and smelled of kerosene. [SEP] any nutritious substance that people or animals eat or drink or that plants absorb in order to maintain life and growth	Food	0
The food always tastes fresh and served promptly. [SEP] any nutritious substance that people or animals eat or drink or that plants absorb in order to maintain life and growth	food	1
The pizza here is delicious. [SEP] a good deal of dish of Italian origin, consisting of a flat round base of dough baked with a topping of tomatoes and cheese, typically with added meat, fish, or vegetables	pizza	1
Pizza and garlic knots are great as well, I order from them quite often and the delivery is always super quick! [SEP] a dish of Italian origin, consisting of a flat round base of dough baked with a topping of tomatoes and cheese, typically with added meat, fish, or vegetables	Pizza	1
For great chinese food nearby, you have Wu Liang Ye and Grand Sichuan just a block away. [SEP] The position or office of Chief Justice; the condition of being a Chief Justice.	chinese food	1
But who says Murray's is anything about service. [SEP] the action of helping or doing work for someone assistance or advice given to customers during and after the sale of goods a piece of work done for a client or customer that does not involve manufacturing goods a system supplying a public need such as transport in a certain respects. communications, or utilities such as electricity and water a ceremony of religious worship according to a prescribed form a periodic routine inspection and maintenance of a vehicle or other machine a set of matching crockery used for serving a particular meal (in tennis and other racket sports) the action or right of serving to begin p	service	0
This place is really trendi but they have forgotten about the most important part of a  restaurant, the food. [SEP] any nutritious substance that people or animals eat or drink or that plants absorb in order to maintain life and growth	food	-1
Service could be improved but overall this is a place that understands the importance of little things (the heavy, black, antique-seeming teapot, for one) in the restaurant experience. [SEP] the action of helping or doing work for someone assistance or advice given to customers during and after the sale of goods a piece of work done for a client or customer that does not involve manufacturing goods a system supplying a public need such as transport, communications, or utilities such as electricity and water a ceremony of religious worship according to a prescribed form a periodic routine inspection and maintenance of a vehicle or other machine a set of matching crockery used for serving a particular meal (in tennis and other racket sports) the action or right of serving to begin p	Service	1
The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's. [SEP] a dish of Italian origin, consisting of a flat round base of dough baked with a topping of tomatoes and cheese, typically with added meat, fish, or vegetables	pizza	1
service is friendly, and never had a problem walking in and getting a table. [SEP] the action of helping or doing work for someone assistance or advice given to customers during and after the sale of goods a piece of work done for a client or customer that does not involve manufacturing goods a system supplying a public need such as transport, communications, or utilities such as electricity and water a ceremony of religious worship according to a prescribed form a periodic routine inspection and maintenance of a vehicle or other machine a set of matching crockery used for serving a particular meal (in tennis and other racket sports) the action or right of serving to begin p	service	1
The atmosphere was crowded but it was a great bistro-type vibe. [SEP] 	bistro-type vibe	1
First off, the waitress was completely unattentive the 2 times we saw her(odd in a restaurant with 6 tables) and got our order wrong. [SEP] a woman whose job is to serve customers at their tables in a restaurant.	waitress	0
The food was bland oily. [SEP] any nutritious substance that people or animals eat or drink or that plants absorb in order to maintain life and growth	food	-1
What is even better, is that the prices are very affordable as well, and the food is really good. [SEP] the amount of money expected, required, or given in payment for something an unwelcome experience or action undergone or done as a good deal of condition of achieving an objective	prices	1
The fish is fresh but the variety of fish is nothing out of ordinary. [SEP] a limbless cold-blooded vertebrate animal with gills and fins living wholly in water a person who is strange in a specified way	fish	1
And Kruno, the beverage manager is the best bartender I have yet to come across. [SEP] (chiefly in commercial use) a drink other than water [SEP] a person responsible for controlling or administering an organization or group of staff a person regarded in terms of their skill in managing resources, especially those of a household a program or system that controls or organizes a peripheral device or process (in the Houses of Parliament and the US Senate) a member of a committee appointed by one house to confer with a similar committee of the other house.	beverage manager	1
Ambiance and music funky, which I enjoy. [SEP] the character and atmosphere of a place	Ambiance	1
The food, drinks and service are clearly among the best in the city. [SEP] any nutritious substance that people or animals eat or drink or that plants absorb in order to maintain life and growth	food	1
I went there in late afternoon for some bite size food and refleshment with my date. [SEP] any nutritious substance that people or animals eat or drink or that plants absorb in order to maintain life and growth	food	0
I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance. [SEP] the character and atmosphere of a place	ambiance	1
Last time I went here, the waitress didn't come back after taking our order. [SEP] a woman whose job is to serve customers at their tables in a restaurant.	waitress	-1
Try the tandoori salmon! [SEP] denoting or relating to a style of Indian cooking based on the use of a tandoor [SEP] a large edible fish that is a popular sporting fish, much prized for its pink flesh. Salmon mature in the sea but migrate to freshwater streams to spawn. any of a number of fishes resembling the salmon. a pale pink colour	tandoori salmon	1
Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience. [SEP] the envelope of gases surrounding the earth or another planet the pervading tone or mood of a place, situation, or creative work	atmosphere	1
Granted the space is smaller than most, it is the best service you will find in even the largest of restaurants. [SEP] a continuous area or expanse which is free, available, or unoccupied the dimensions of height, depth, and width within which all things exist and move an interval of time (often used to suggest that the time is short considering what has happened or been achieved in it) the portion of a text or document available or needed to write about a subject the freedom to live, think, and develop in a way that suits one one of two possible states of a signal in certain systems.	space	1
I love the atmorphere @ peep! [SEP] the envelope of gases surrounding the earth or another planet the pervading tone or mood of a place, situation, or creative work	atmorphere	1
The service was attentive and her suggestions of menu items was right on the mark. [SEP] the action of helping or doing work for someone assistance or advice given to customers during and after the sale of goods a good deal of piece of work done for a client or customer that does not involve manufacturing goods a system supplying a public need such as transport, communications, or utilities such as electricity and water a ceremony of religious worship according to a prescribed form a periodic routine inspection and maintenance of a vehicle or other machine a set of matching crockery used for serving a particular meal (in tennis and other racket sports) the action or right of serving to begin p	service	1
The other night we had the $30 three course meal and everything was delicious - if I could of licked the plate clean I would of. [SEP] equivalent to the sum of one and two; one more than two; 3 [SEP] the route or direction followed by a ship, aircraft, road, or river a dish, or a set of dishes served together, forming one of the successive parts of a meal an area of land set aside and prepared for racing, golf, or another sport. a series of lectures or lessons in a particular subject, leading to an examination or qualification a continuous horizontal layer of brick, stone, or other material in a wall. a pursuit of game (especially hares) with greyhounds by sight rather than scent. a sail on the lowest yards of a square-rigged	three course meal	1
Even after getting pushed out by the no-class Famous Ray's, Sal has risen again to carry on his father's uncle's legacies with a smile, true love for his community, and let's not forget the Outstanding Pizza! [SEP] a good deal of dish of Italian origin, consisting of a flat round base of dough baked with a topping of tomatoes and cheese, typically with added meat, fish, or vegetables	Pizza	1
The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could. [SEP] the surroundings or conditions in which a person, animal, or plant lives or operates the natural world, as a whole or in a particular geographical area, especially as affected by human activity	environment	1
We had crawfish boiled and despite making a mess, it was a ton of fun and quite tasty as well. [SEP] (of food) cooked in boiling water or stock	crawfish boiled	1
I had very high expectations for this place and made a reservation a couple of months in advance for a special occasion. [SEP] the action of reserving something an expression of doubt qualifying overall approval of a plan or statement an area of land set aside for occupation by North American Indians or Australian Aboriginal people a right or interest retained in an estate being conveyed (in the Roman Catholic Church) the action of a superior of reserving to himself the power of absolution.	reservation	0
What came to our table was burned beyond recognition and stringy. [SEP] a piece of furniture with a flat top and one or more legs, providing a level surface for eating, writing, or working at a set of facts or figures systematically displayed, especially in columns a flat, typically rectangular, vertical surface; a panel.	table	0
So I've never actually been to M proper, but I've had it delivered a few times. [SEP] Of goods, newspapers, etc.: delivered to a person's home.	delivered	0
Among all of the new 5th avenue restaurants, this offers by far one of the best values for your money. [SEP] = value-oriented. [SEP] in support of or in favour of (a person or policy) affecting, with regard to, or in respect of on behalf of or to the benefit of having (the thing mentioned) as a good deal of purpose or function having (the thing mentioned) as a reason or cause having (the place mentioned) as a destination representing (the thing mentioned) in place of or in exchange for in relation to the expected norm of indicating the length of (a period of time) indicating the extent of (a distance) indicating an occasion in a series [SEP] belonging to or associated with the person or people that the speaker is	values for your money	1
Frankly, when you compare what you can have here for lunch, versus McDs or so many other sandwich shops in the city, there is no comparison. [SEP] a meal eaten in the middle of the day, typically one that is lighter or less formal than an evening meal	lunch	1
The hostess is rude to the point of being offensive. [SEP] a woman who receives or entertains guests	hostess	-1
If you're craving for Haru's great food, especially the House Roll, but can't stand the wait building outisde, head across the street to their Sake Bar! [SEP] any nutritious substance that people or animals eat or drink or that plants absorb in order to maintain life and growth	food	1
A narrow corridor leads to a tiny space where there are three tiny white tiled counters, a great deal of mess (stacks of bottles, cans) and a small counter holding 12-14 entrees. [SEP] a long passage in a building from which doors lead into rooms	corridor	0
The food is great. [SEP] any nutritious substance that people or animals eat or drink or that plants absorb in order to maintain life and growth	food	1
Succulent steaks cooked precisely to your desired 'doneness' accompanied by salads and sides that don't look like leafy road kill. [SEP] high-quality beef taken from the great deal of hindquarters of the animal, typically cut into thick slices that are cooked by grilling or frying	steaks	1
