review	aspect	sentiment
The sushi seemed pretty fresh and was adequately proportioned.	sushi	1
The rice to fish ration was also good--they didn't try to overpack the rice.	rice to fish ration	1
We took advanatage of the half price sushi deal on saturday so it was well worth it.	half price sushi deal	1
In the evening, this place attracted a well dressed, with it, NY crowd.	crowd	1
The food was well prepared and the service impecable.	food	1
The Prix Fixe menu is worth every penny and you get more than enough (both in quantity AND quality).	Prix Fixe menu	1
$6 and there is much tasty food, all of it fresh and continually refilled.	food	1
I am not a vegetarian but, almost all the dishes were great.	dishes	1
The food here is rather good, but only if you like to wait for it.	food	1
I like the somosas, chai, and the chole, but the dhosas and dhal were kinda dissapointing.	somosas	1
The service varys from day to day- sometimes they're very nice, and sometimes not.	service	-1
The kitchen however, is almost always slow.	kitchen	-1
Also, specify if you like your food spicy- its rather bland if you don't.	food	-1
The ambience is pretty and nice for conversation, so a casual lunch here would probably be best.	ambience	1
Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.	service	1
The lava cake dessert was incredible and I recommend it.	lava cake dessert	1
Once you step into Cosette, you're miraculously in a small, off-the-beaten path Parisian bistro.	Cosette	1
The food was average to above-average; the French Onion soup filling yet not overly impressive, and the desserts not brilliant in any way.	food	1
However, go for the ambience, and consider the food just a companion for a trip across the world!	ambience	1
The pizza is overpriced and soggy.	pizza	-1
Yes, they use fancy ingredients, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.	ingredients	1
I think I've had some the best meals of my life at minnow.	meals	1
The seafood is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.	seafood	1
The combination of super-fresh ingredients in the dishes are unusual but really delicious.	ingredients	1
Best Pastrami I ever had and great portion without being ridiculous.	Pastrami	1
My wife had the fried shrimp which are huge and loved it.	fried shrimp	1
As a Japanese native, I've lived in the Tristate area for over 8 years, but I was just so amazed at this place.	place	1
This place is the most Japanese it can ever get.	place	1
The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.	signs	1
This place is worth an one-hour drive.	place	1
Leon is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere.	Leon	1
Decent wine at reasonable prices.	wine	0
Everytime I decide to try another place on the UES, I get angry that I didn't just go to Zucchero Pomodori.	Zucchero Pomodori	1
This is by far my favorite place in the neighborhood.	place	1
The service is excellent, the decor is great, and the food is delicious and comes in large portions.	service	1
I'm partial to the Gnocchi.	Gnocchi	1
This place is incredibly tiny.	place	-1
The food was bland oily.	food	-1
We have been to this place many times, and always have great food, wine, and service.	food	1
We were worried we would have trouble getting in, but somehow managed to have a short wait.	wait	1
As always we had a great glass of wine while we waited.	glass of wine	1
When we sat, we got great and fast service.	service	1
The people that work there are always so friendly you forget you are in New York sometimes.	people	1
Make sure you try this place as often as you can.	place	1
This is a fun restaurant to go to.	restaurant	1
The pizza is yummy and I like the atmoshpere.	pizza	1
But the pizza is way to expensive.	pizza	-1
I went there for lunch and it was not as good as I expected from the reviews I read.	lunch	-1
Sauce was watery and the food didn't have much flavor.	Sauce	-1
This place is great.	place	1
The waitress was very patient with us and the food is phenomenal!	waitress	1
Service was prompt, friendly and great.	Service	1
Great pizza and fantastic service.	pizza	1
There was a small wait, but shorter than I expected.	wait	1
This is the best sushi in new york city - hands down.	sushi	1
The place is small and cramped but the food is fantastic.	place	1
Get the tuna of gari.	tuna of gari	1
Planet Thailand has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too .	Planet Thailand	1
With the great variety on the menu , I eat here often and never get bored .	menu	1
The atmosphere isn't the greatest , but I suppose that's how they keep the prices down .	atmosphere	-1
It's all about the food !!	food	1
first it took us a long time to find the place.	place	-1
but when we looked at the menu, there weren't a lot of choices, most of them were dumplings in the appetizer section.	menu	-1
those rolls were big, but not good and sashimi wasn't fresh.	rolls	0
Try the crunchy tuna, it is to die for.	crunchy tuna	1
First went here to enjoy their garden terrace.	garden terrace	1
The food was amazing, and the service was prompt and helpful, but not over-bearing or rushed.	food	1
The Steak Tartare is a great bet, they fix it for you at the table.	Steak Tartare	1
Admittedly some nights inside the restaurant were rather warm, but the open kitchen is part of the charm.	restaurant	1
Great wine selection, Gigondas is worth the price, and the house champagne is a great value.	wine selection	1
It may be a bit packed on weekends, but the vibe is good and it is the best French food you will find in the area.	vibe	1
Have recommended the place to friends, always gets good response.	place	1
Pizza - the only pizza in NYC that should not have additional toppings - the crust tastes like the best, freshly baked bread!	pizza	1
I take all my NYC guests to VT's.	VT's	1
Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood and has great food!	neighborhood	1
I'd highly recommend it for a special occasion -- it provides and intimate setting and nice service.	setting	1
I'm not sure where the other reviewers ate but it seems as if we visited two different restaurants because my friends and I all enjoy Mizu very much... and we're repeat customers.	Mizu	1
Moules were excellent, lobster ravioli was VERY salty!	Moules	1
Took my mom for Mother's Day, and the maitre d' was pretty rude.	maitre d'	-1
Tiny dessert was $8.00...just plain overpriced for what it is.	dessert	-1
Service is not exactly five star, but thats not really a big deal.	Service	0
Downstairs lounge is always a good attraction	Downstairs lounge	1
Raga's is a romantic, cozy restaurant.	Raga's	1
The exotic food is beautifully presented and is a delight in delicious combinations.	exotic food	1
The staff is incredibly helpful and attentive.	staff	1
The bar is very well stocked with interesting beers and well priced wines.	bar	1
When we stumbled on Leon, we thought that we had found quite the gem BUT, we were certainly wrong.	Leon	-1
The waitress moved our table practically into the bathroom and when we asked to cancel our dinner orders because we did not want to eat sitting on the toilet, we were told no...	waitress	-1
Rude service, medicore food...there are tons of restaurants in NY...stay away from this one	service	0
I loved everythig about it-especially the shows and actors.	shows	1
Our server was very helpful and friendly.	server	1
The food was good too.	food	1
The tuna and wasabe potatoes are excellent.	tuna	1
Service was prompt and courteous.	Service	1
The pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.	pizza	1
Two complaints- their appetizer selection stinks, it would be nice to get some mozzarella sticks on the menu.	appetizer selection	-1
Wait staff is blantently unappreciative of your business but its the best pie on the UWS!	Wait staff	1
By far the best salad I have had in a fast food restaurant.	salad	1
fine dining restaurant quality.	dining	1
On a recent Sunday afternoon, a friend and I accidently found this great restaurant on our way to see the pulitzer prize winning play DOUBT.	restaurant	1
The chicken pot pie is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.	chicken pot pie	1
The staff is no nonsense.	staff	1
The food options rule.	food	1
Worth visiting the 1st Ave spot because it is the original store.	1st Ave spot	1
He served me an Uni Hand roll, which I never had before, and let me tell you...IT WAS HEAVEN!	Uni Hand roll	1
The sake menu should not be overlooked!	sake menu	1
Try the lobster teriyaki and the rose special roll.	lobster teriyaki	1
Service was very good - prompt, attentive and non-intrusive.	Service	1
Food was very good as well, considering that we tried the budget selection (though I wish the pork belly that I ordered was roasted a bit longer, so that fat was more of a melt-in-your-mouth experience).	Food	1
Wine list selection is good and wine-by-the-glass was generously filled to the top.	Wine list selection	1
Traditional French decour was pleasant though the hall was rather noisy - the restaurant was full and we had to raise our voices to be able to maintain a conversation.	Traditional French decour	1
I've been to at Cafe Spice probably 5-8 times, it is probably still the best Indian restaurant around Union Square.	Cafe Spice	1
To sum it up: Service varies from good to mediorce, depending on which waiter you get; generally it is just average Ok. 	Service	0
Seating is always prompt, though the restaurant does fill up in the evening.	Seating	1
Food is usually very good, though ocasionally I wondered about freshmess of raw vegatables in side orders.	Food	1
The decor is vibrant and eye-pleasing with several semi-private boths on the right side of the dining hall, which are great for a date.	decor	1
I have NEVER been disappointed in the Red Eye.	Red Eye	1
The first time I went, and was completely taken by the live jazz band and atmosphere, I ordered the Lobster Cobb Salad.	live jazz band	1
It's simply the best meal in NYC.	meal	1
You cannot go wrong at the Red Eye Grill.	Red Eye Grill	1
If we were to move from the upper east side, we would genuinely miss this restaurant.	restaurant	1
The restaurant is cute but not upscale.	restaurant	0
The food is a diamond in rough -- the food is delicious and homemade with the perfect balance of herbs and tomatoes.	food	1
We had a great time at the Jekyll and hyde Pub last night.	Jekyll and hyde Pub	1
After really enjoying ourselves at the bar we sat down at a table and had dinner.	bar	1
The server was really cool and served us our food and drinks with a smile.	server	1
The place's decor and hidden bathrooms made for a good laugh.	decor	1
I highly recommend visiting this restaurant and having dinner and drinks!	restaurant	1
My husband and I thougt it would be great to go to the Jekyll and Hyde Pub for our anniversary, and to our surprise it was fantastic.	Jekyll and Hyde Pub	1
The have over 100 different beers to offer thier guest so that made my husband very happy and the food was delicious, if I must recommend a dish it must be the pumkin tortelini.	beers	1
The entertainment was great they have shows that go on through out the dinner.	entertainment	1
Please take my advice, go and try this place.	place	1
The bagel was huge.	bagel	1
The workers there also absolutely load the bagel with cream cheese (gets a little messy).	bagel	-1
This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.	food	1
I have to highly recommend the lobster roll - not to much mayo; you can tell it was a fresh lobster.	lobster roll	1
Other guests enjoyed pizza, santa fe chopped salad and fish and chips.	pizza	1
I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service.	food	1
All the staff is absolutely professional!! 	staff	1
This restaurant was way overhyped.	restaurant	-1
My chow fun and chow see was really bland and oily.	chow fun and chow see	-1
The scallion pancakes and fried dumplings were nothing out of the ordinary.	scallion pancakes	0
The service was the only thing good about this restaurant.	service	1
It's boring on the inside, and our sushi was pretty below average... the tuna was soggy and the other rolls had no flavor.	sushi	-1
Their pad penang is delicious and everything else is fantastic.	pad penang	1
The price is reasonable although the service is poor.	service	-1
fresh restaurant was amazing........ food was delicious and of course fresh.	fresh restaurant	1
Hats off to the chef.	chef	1
the salads are delicious, both refreshing and very spicy.	salads	1
I didn't complain, I liked the atmosphere so much.	atmosphere	1
Ambience is so cute and quaint, good for business although we were there on vacation.	Ambience	1
Although we were looking for regular lettuce and some walnuts the salads we got were great.	salads	1
Ingredients are organic which is a real plus for me.	Ingredients	1
This is some really good, inexpensive sushi.	sushi	1
The spicy Tuna roll is huge and probably the best that I've had at this price range.	spicy Tuna roll	1
The Yellowtail was particularly good as well.	Yellowtail	1
I have reservations about the all you can eat deal, however -- the choices are fairly limited and you can probably order more food than you can eat for less than $18 by just going off the menu.	all you can eat deal	-1
In any event, this is a place I'll be sure to stop by again when I'm in this part of town.	place	1
Big Wong gets big Ups for a fine establishment.	Big Wong	1
They have it all -- great price, food, and service.	food	1
The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.	atmosphere	1
And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each).	congee	1
The takeout is great too since they give high quality tupperware as well.	takeout	1
Enjoyed a very nice Caesar Salad while my wife had arugula and goat cheese....both very tasty.	Caesar Salad	1
We both opted for a pasta dish and they were served timely and fresh.	pasta dish	1
I recently went to this restaurant with some co-workers for lunch and had an amazing time.	restaurant	1
The staff was accomodating, the food was absolutely delicious and the place is lovely.	staff	1
We even had a visit from the Manager who wanted to make sure we were enjoying ourselves.	Manager	1
sometimes i get good food and ok service.	food	1
The place is a BISTRO which means: simple dishes and wine served efficiently in a bustling atmosphere.	dishes	1
And where does Patis go wrong; no where. 	Patis	1
And evaluated on those terms Pastis is simply wonderful.	Pastis	1
Right off the L in Brooklyn this is a nice cozy place with good pizza.	place	1
Mine was a little burnt but still delicious with goat cheese and panchetta (raddichio was kind of bitter though).	raddichio	-1
My friend got the mushroom pizza which tasted better.	mushroom pizza	1
The sangria was pretty tasty and good on a hot muggy day.	sangria	1
Kind of a small place but I guess if they are not too busy might be able to fit a group or kids.	place	0
I started out with a Bombay beer which was big enough for two.	Bombay beer	1
Service was slow, but the people were friendly.	Service	1
It's a nice place to relax and have conversation.	place	1
The food is authentic Italian - delicious!	food	1
Pizza is terrific, as is homemade pasta.	Pizza	1
Ambience is delightful, service impeccable.	Ambience	1
I'm still mad that i had to pay for lousy food.	food	-1
The hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed.	hanger steak	-1
Service was also horrible and the ambience is not that great.	Service	-1
I go and eat out at many different restaurants and this is one place you have go and try.	place	1
This is my first time writing a review for a restaurant because the food and service was excellent.	food	1
The filet mignon dish was superb!	filet mignon dish	1
It's a small cute restaurant.	restaurant	1
I absolutely love this place!!!	place	1
I like the ambience, it's very dark and original.	ambience	1
The sushi is amazing!!! 	sushi	1
Very affordable and excellent ambient!	ambient	1
We ordered some beef and noodle soup dishes from the Thai section of the menu but nothing we got was Thai.	beef and noodle soup dishes	-1
We won't go to this place again for a good meal.	meal	-1
However, I think this place is a good hang out spot.	place	1
My Girlfriend and I stumbled onto this hopping place the other night and had a great time!	place	1
THe Pizza and wine were excellent-the service too--but what really MADE this place was the backyard dining area.	Pizza	1
It is one the nicest outdoor restaurants I have ever seen in NY--I am from Italy and this place rivals the ones in my country.	outdoor restaurants	1
Check this place out!	place	1
First of all, this place is *not* romantic, as claimed by Citysearch's editorial review.	place	-1
The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced.	tables	0
Slightly above average wines start at $70+ with only one selection listed at $30+.	wines	-1
Service is not what one would expect from a joint in this price category.	Service	-1
Somehow working the italian charm with constant mille grazie does not constitute proper service.	service	-1
Not one of our meals was edible - bland and/or made with weird rosemary or orange flavoring.	meals	-1
Fish was overdone.	Fish	-1
Cute place, nice wait staff but would never go there again.	place	1
Someone else recommended the dessert - we also left that.	dessert	-1
One of us actually liked the expresso - that's it.	expresso	1
Skip this restaurant, it's a big disappointment.	restaurant	-1
Myagi is one of my favorite restaurants in the City; the place the negative reviews describe sound like they were somewhere else.	Myagi	1
I've never had bad service and the fish is fresh and delicious.	service	1
Their tuna tartar appetizer is to die for.	tuna tartar appetizer	1
I come from a family of pizzeria owners, and I'm almost ashamed to say that the pizza in Fornino's blows my families receipies away.	pizza	1
The place is so cool and the service is prompt and curtious.	place	1
I highly recommend to anyone to give this place a try.	place	1
A restaurant that doesn't try to do anything except serve great food with great service in a pleasant atmosphere.	food	1
No gimmicks here -- the food speaks for itself in its freshness and preparation.	food	1
The dining room is quietly elegant with no music to shout over -- how refreshing!	dining room	1
The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs.	service	1
Looking around, I saw a room full of New Yorkers enjoying a real meal in a real restaurant, not a clubhouse of the fabulous trying to be seen.	meal	1
The view is breathtaking the service is top notch... the ambiance is wonderfull.	view	1
The staff offers impeccable service.	staff	1
I had Lobster Bisque it has 2 oz. of Maine Lobster in it.	Lobster Bisque	1
My boyfriend had the New England Chowder it was good but I think the award should go to the Lobster Bisque.	New England Chowder	1
My boyfriend had Prime Rib it was good .	Prime Rib	1
We didn't want a bottle of bubbly on a weekday so we each got little bottles of Korbett it was just enough. 	bottles of Korbett	1
My wife and I ate here earlier this week and have not stopped ranting and raving about the food.	food	1
If you like spicy food get the chicken vindaloo.	chicken vindaloo	1
Go to Volare for 1st class service and terrific food.	service	1
The portions are large and the servers always surprise us with a different starter.	portions	1
The wine list is excellent.	wine list	1
The food is amazing... especially if you get the Chef's tasting menu and your favourite bottle (or two!) of wine from an extensive selection of wines.	food	1
The place is small and intimate and you may feel a little crowded, but the service is excellent and it's great for friends out, a romantic date, or a special occassion.	place	1
The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.	food	1
With the exception of our lemon salad that had so much pepper on it that our eyes started watering, the food here was decent, not great.	lemon salad	0
The menu is very limited - i think we counted 4 or 5 entrees.	menu	-1
We ordered the special, grilled branzino, that was so infused with bone, it was difficult to eat.	grilled branzino	-1
The decor in this place is very diner-ish and the kind of place you expect in the East Village - not romantic, just simple, small and sparse.	decor	0
Problem is nothing at Prune is particularly memorable.	Prune	-1
This place is so much fun.	place	1
Our family never expected such incredible entertainment in a restaurant.	entertainment	1
Our food was great too!	food	1
And really large portions.	portions	1
The staff was the friendliest that have seen in New York.	staff	1
If you want something really different than try Jekyll and Hyde.	Jekyll and Hyde	1
The food was pretty tradional but it was hot and good with large portions.	food	1
The place is a lot of fun.	place	1
The characters really make for an enjoyable experience.	characters	1
However, I think Jeckll and Hydes t is one of those places that is fun to do once.	Jeckll and Hydes	1
Service was slow had to wait to order and get food although not crowded.	Service	-1
Drinks way over priced.	Drinks	-1
Great pizza for lunch place.	pizza	1
Service was quick.	Service	1
The pizza was great.	pizza	1
Whenever you need a Sushi fix, Mizu will be there with quality fish and great service.	fish	1
Delivery is fast too.	Delivery	1
Great friendly service, Fast seating, Fast Delivery, Excellent sushi.	service	1
Ess-A-Bagel (either by Sty-town or midtown) is by far the best bagel in NY.	bagel	1
The bagels always warm, soft on the inside, crispy on the outside and enormous in size.	bagels	1
They have a huge selection of different cream cheeses and all of their salads are great.	cream cheeses	1
Not impressed with the food.	food	-1
Prices too high for this cramped and unappealing resturant.	resturant	-1
Zero ambiance to boot.	ambiance	-1
I thought this place was totally overrated.	place	-1
The ambience was nice, but service wasn't so great.	ambience	1
This is the BEST Shabu-Shabu Restaurant in the Try-State Area.	Shabu-Shabu Restaurant	1
I have lived in Japan for 7 years and the taste of the food and the feel of the restaurant is like being back in Japan.	food	1
Thius is a must for anyone who loves Shabu-Shabu.	Shabu-Shabu	1
The atmosphere is nothing special, but it feels like a Sushi establishment in Tokyo.	atmosphere	1
The owner and staff are all Japanese as well and that adds to the entire ambiance.	owner	1
Despite a slightly limited menu, everything prepared is done to perfection, ultra fresh and a work of food art.	menu	-1
Taxan delicious!	Taxan	1
The location and ambience is Ok but the food is what makes up for it.	location	1
Try green curry with vegetables.	green curry with vegetables	1
The quantity is also very good, you will come out satisfied.	quantity	1
The service is ok, some of the people didn't get what they asked for.	service	0
I had the best ravioli ever.	ravioli	1
This quaint and romantic trattoria is at the top of my Manhattan restaurant list.	trattoria	1
The food is delicious - from the specials to the regular menu-fare, the dishes are never a disappointment.	food	1
Whether it's the parmesean porcini souffle or the lamb glazed with balsamic vinegar, you will surely be transported to Northern Italy with one bite.	parmesean porcini souffle	1
Although the tables may be closely situated, the candle-light, food-quality and service overcompensate.	tables	1
I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices.	food	1
Check out the secret back room.	back room	1
Thank You Emilio.	Emilio	1
I found the food, service and value exceptional everytime I have been there.	food	1
The food was authentic.	food	1
The service was excellent - friendly and attentive.	service	1
Very good wine choices.	wine choices	1
Who has room for Cheesesticks with the best pizza in NYC!	pizza	1
Get the pepperoni - YUM - and a family style salad.	pepperoni	1
Great staff.	staff	1
Always great service!	service	1
The food is good, I can't lie.	food	1
But the staff was so horrible to us.	staff	-1
We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.	waitress	-1
This place is pricey, and yes, the food is worth it; but the service makes you feel like you should be paying a quater of the price.	place	1
Amma is nothing special.	Amma	0
I ate here a week ago and found most dishes average at best and too expensive.	dishes	-1
Decor is nice though service can be spotty.	Decor	1
This place is always packed.	place	0
Most importantly, food is excellent.	food	1
Try the sea bass.	sea bass	1
First of all Dal Bukhara Rocks.	Dal Bukhara	1
I am happy i did the food was awsome.	food	1
and yes Dal Bukhara is so dam good and so are all the kababs.	Dal Bukhara	1
Haru on Park S is simply disgusting.	Haru on Park S	-1
The fish was not fresh and the rice tasted old and stale.	fish	-1
Quite frankly, this is some of the worst sushi I have ever tried.	sushi	-1
honestly the worst sushi my husband and i had in our entire lives.	sushi	-1
not sure why this restaurant would be rated that highly.	restaurant	-1
the all-u-can-eat sushi is definitely in very poor quality.	all-u-can-eat sushi	-1
limited menu, no-so-fresh ingredients, thinly-sliced fish, fall-apart rice. 	menu	-1
the only things u could really taste are the very salty soy sauce (even its low sodium), the vinegar-soaked rice, and the scallion on top of the fish. 	soy sauce	-1
the waitstaffs are nice though.	waitstaffs	1
I have been to Roth's twice and both times were very disappointing.	Roth's	-1
Both times I was extremely dissappointed by the service, which was boarderline rude.	service	-1
The dinner was ok, nothing I would have again.	dinner	-1
I had their eggs benedict for brunch, which were the worst in my entire life, I tried removing the hollondaise sauce completely that was how failed it was.	eggs benedict	-1
With the theater 2 blocks away we had a delicious meal in a beautiful room.	meal	1
The service was attentive.	service	1
Planet Thai is great!	Planet Thai	1
We love the food, drinks, and atmosphere!	food	1
The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!	svc	1
Just because it's cheap does NOT mean the portions are small or the food is nasty, IT IS GREAT!	portions	1
Also, the sandwiches (nearing $7) didn't come with anything like chips or a side.	sandwiches	-1
Eating in, the atmosphere saves it, but at your desk, it's a very disappointing experience.	atmosphere	1
Chennai Garden is my favorite Indian restaurant in the city.	Chennai Garden	1
They have authentic Indian at amazin prices.	Indian	1
This restaurant is VEGETARIAN; there are NO MEAT dishes whatsoever.	MEAT dishes	-1
The seats are uncomfortable if you are sitting against the wall on wooden benches.	seats	-1
It's a rather cramped and busy restaurant and it closes early.	restaurant	-1
Patroon features a nice cigar bar and has great staff.	cigar bar	1
The food is tasty and portion sizes are appropriate.	food	1
Not a great place for family or general dining.	place	-1
LLOOVVE THIS PLACE.	PLACE	1
Food is excellent.	Food	1
Fish is so very fresh.	Fish	1
Waitstaff are very friendly.	Waitstaff	1
Love YUKA.	YUKA	1
Mermaid Inn is an overall good restaurant with really good seafood.	Mermaid Inn	1
The lobster sandwich is good and the spaghetti with Scallops and Shrimp is great.	lobster sandwich	1
The service is good and ambience is good for a date or group outing.	service	1
The only fallback on this restaurant is the prices.	restaurant	-1
Even though its good seafood, the prices are too high.	seafood	1
The lobster sandwich is $24 and although it was good it was not nearly enough to warrant that price.	lobster sandwich	1
When my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort.	waiter	1
Truly the mark of an attentive waiter.	waiter	1
We ate at this Thai place following the reviews but very unhappy with the foods.	foods	-1
We thought that this place is using too much of MSG cooking in the foods.	foods	-1
I recommend the jelly fish, drunken chicken and the soupy dumplings, certainly the stir fry blue crab.	jelly fish	1
The food is so cheap and the waiters are nice.	food	1
Have frequented 'ino for several years and the food remains excellent.	food	1
Cheese plate is a varied delight and great bargain at $10.	Cheese plate	1
The large selection of bruschettas, paninis, tramezzinis keep the palate from stagnating.	bruschettas	1
(The asparagus, truffle oil, parmesan bruschetta is a winner!)	asparagus, truffle oil, parmesan bruschetta	1
Wine list is extensive without being over-priced.	Wine list	1
Be sure to try the seasonal, and always delicious, specials.	specials	1
I loved this place!!	place	1
I almost hesititate to write a review because the atmosphere was so great and I would hate for it too become to crowded.	atmosphere	1
The food was very good, a great deal, and the place its self was great.	food	1
The wait staff is very freindly, they make it feel like you're eating in a freindly little european town.	wait staff	1
I like Cafe Noir dont get me wrong, it is jsut that the people who work there are evil and incompetent!!	Cafe Noir	1
The service was terrible, we had to wait for everything and ask several of different people for the same thing before we were allowed to be served.	service	-1
The waitress, seems to be more concerned of looking good than actually waitressing.	waitress	-1
After dinner the manager grabbed my boyfriend, asked him: Where are you from...maybe you dont know how things work in America...and in the end stormed away almost teareyed yelling that tips are the only thing they survive on.	manager	-1
The whole set up is truly unprofessional and I wish Cafe Noir would get some good staff, because despite the current one this is a great place.	Cafe Noir	1
Pizza here is consistently good.	Pizza	1
Salads are a delicious way to begin the meal.	Salads	1
You should pass on the calamari.	calamari	-1
Decor is charming.	Decor	1
Service is average.	Service	0
What a great place.	place	1
The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty.	ambience	1
I would definitely recommend SEA if you like thai cuisine!	thai cuisine	1
I was here a few weeks back and we had the worst customer service experience at a restaurant ever.	customer service	-1
A gentleman, maybe the manager, came to our table, and without so much as a smile or greeting asked for our order.	gentleman	-1
I absolutely Loved this place.	place	1
Excellent atmosphere, delicious dishes good and friendly service.	atmosphere	1
The wine list is also really nice.	wine list	1
Everything was wonderful; food, drinks, staff, mileau.	food	1
I would highly recommend this place!	place	1
I have been to Casimir over 5 times and I have always had a great time there.	Casimir	1
The food is great and reasonably priced.	food	1
I have tried to make reservations, but both times, the hostess didn't have my name.	hostess	-1
If the weather is nice, try to snag an outside table.	outside table	1
The staff has been nice, but they seemed really stressed and the unisex bathroom needs to be cleaned more often.	staff	1
From the spectacular caviar to the hospitable waitstaff, I felt like royalty and enjoyed every second of it.	caviar	1
Considering we were the last patrons there and it was after the closing time, the waitstaff did not rush us at all and made us feel comfortable and relaxed.	waitstaff	1
I highly recommend Caviar Russe to anyone who wants delicious top grade caviar and fantastic service.	caviar	1
Nice Family owned traditional restaurant.	restaurant	1
Fresh ingredients and everything is made to order.	ingredients	1
Friendly staff that actually lets you enjoy your meal and the company you're with.	staff	1
I found the food to be outstanding, particulary the salmon dish I had.	food	1
I also ordered the Change Mojito, which was out of this world.	Change Mojito	1
My friends settled for rice dishes, but we came back the following day to try the dim sum, which was good...not outstanding, but good.	dim sum	0
We ate out in the back patio, which is worth it as it's cool and the music is hear well there.	back patio	1
Overall, excellent restaurant!	restaurant	1
The food was good.	food	1
The place was nice and calm.	place	1
but the service was a bit slow.	service	-1
The buffet had a nice selection.	buffet	1
The food was average or above including some surprising tasty dishes.	food	1
Service was also very good.	Service	1
I got an excellent piece of cheesecake and we had several other nice pastries.	cheesecake	1
I would recommend Roxy's for that, but not for their food.	food	-1
My son and his girlfriend both wanted cheeseburgers and they were huge!	cheeseburgers	0
Consequently, their burgers fell apart in their hands and made such a mess that they did'nt feel like finishing them.	burgers	-1
I had a huge pastrami sandwich on a roll.	pastrami sandwich on a roll	0
The last two times I ordered from here my food was soo spicy that  I could barely eat it, and the spice took away from the flavor of the dish.	food	-1
If you want good authentic Thai this place is not the place to go.	Thai	-1
