review	aspect	sentiment
rt rainbownews obama to take on military gay ban a ' right time ' president barack obama will focus '' at the right time ''	barack obama	0
awaken your inner harry potter . the wizardly wonderful magic wand has just arrived at firebox :	harry potter	0
i do believe britney spears 3 is one of the worst songs ever .	britney spears	-1
why the fuck are they talking about if obama loves his dog or not ? theres realler shit going on out this bitch man realtalk	obama	-1
i love jimmy fallon ! donald trump : ' i killed osama bin laden ' - sneak peeks - late night with $t$ . via addthis	jimmy fallon	1
seriously considering to order a kindle . i rather want to go for a nook but that 's for us citizens only : - -lrb-	kindle	0
hell no celtics lol rt makeupbycelina : rt inibbleonclits fuck the lakers lol . . teamceltics < go shoot your self for that tweet . . $t$ baby !	lakers	-1
- o , happy day ! welcome to the iphone family .	iphone	0
omg ! nothing can get worse than madonna dry humping and acting like a slut when she 's 51 and has like a gabilli ...	madonna	-1
interesting rt : heathermg '' reading about how to use google wave . i did n't realize they named it after the commincations used in firefly . ''	google wave	0
a little inspiration from steve jobs 	steve jobs	0
wow at broads sending me myspace requests with '' want a handjob ? '' on the comment box lol they must be the britney spears ho bots on there !	britney spears	0
lots talk about the expendables sequel . . sly not directing , and bigger roles for bruce willis and arnold schwarzenegger ? fingers crossed !	arnold schwarzenegger	-1
'' britney spears got her 23rd baby right now '' from the movie click ... cant help but laugh ... hahahahhaha	britney spears	-1
because you 're mom dresses like harry potter , your sexual desires are a little weird .	harry potter	0
 lady gaga taunted by burgers -lrb- femalefirst -rrb- .	lady gaga	-1
i 've let friends know . not sure if it will happen , because i love my kindle , but if you get a unit to play with , please let me know .	kindle	1
 obama fans flames of animosity in tehran : iran 's supreme leader ayatollah khamenei portrayed $t$ as ignorant and con .	obama	-1
theres one near me ~ jimmy carter . . nether world . . drink heavy before you go brother ! anybody in atlanta know of some good haunted houses ???	jimmy carter	0
 google powered tvs by sony ? sounds like a great idea .	google	1
the day i cancel okay see i get chatted up on the bus ! shame it was by an 11 year old boy wanting to look at my psp .	psp	0
98 % of lindsay lohan . -lrb- if i 'm generous there must be 2 % there thats still '' real '' -rrb-	lindsay lohan	0
omg listening to 3 ! from britney spears i love it !!!!	britney spears	1
america says president stupid obama and the sleeping vice president joe biden and the administration says '' you 're fired ''	joe biden	-1
i love bad romance and fashion and 3 by britney spears i love you both lady gag too girl ! her concerts r better than the record !!	britney spears	0
i love britney spears new song '' 3 '' so good hahaha	britney spears	1
yeah then you 'd have to write bill gates a thank you card or something ...	bill gates	0
watching espn bashing wnba finals . . to myself lol . manly-ass arms . . and i thought madonna ' is was worse	madonna	-1
 lindsay lohan as the dust continues to settle around the disaster that was $t$ ' s debut collection for . .	lindsay lohan	-1
i am on google wave . i am so much better than you .	google wave	0
well , he is is n't he ? rihanna thought russell brand was an ' idiot ' . indy_ext	russell brand	-1
how to present like steve jobs -lrb- via guykawasaki -rrb- these are lies , only $t$ can present like $t$ .	steve jobs	-1
'' i love madonna ... but she 's retarded '' . surely the best back-handed compliment ever ?	madonna	0
cause the team is bad real bad micheal jackson 	micheal jackson	-1
watching harry potter and i hate british accents	harry potter	0
re-watched sirius 's death with my brother on his psp while testing if youtube actually works . it made me miss the good ol ' days .	psp	0
mitzi_3vans i think its britney spears . . someone be making them dumb shits	britney spears	-1
- open question : who was really more deserving of the nobel peace prize : jimmy carter or barck obama ? -	jimmy carter	0
holy crap ! thanks very much to zombie_inc for my google wave invite , that 's tomorrow sorted i guess .	google wave	0
i love anderson cooper ; he is so sensible , honorable and reliable as always . ac360	anderson cooper	1
sky television through xbox seems pretty good	xbox	1
i know it 's anecdotal , but the kindle application , stanza and classics are some of the most popular apps i see	kindle	0
i really want an ipad . being sensible means waiting till spring next year ... anyone not loving their $t$ ?	ipad	0
i really like windows 7 !	windows 7	1
 harry potter action figures | discount and buy cheap batman action figures .	harry potter	0
i 'm sad because micheal jackson '' the king of pop '' is dead !! : -lrb-	micheal jackson	1
you have to keep all shower dances to britney spears like under body movements . fancy feet + wet tub will get you a hospital trip	britney spears	0
the opening guy is this crazy dude who paints faces while dancing like micheal jackson and john lennon so cool !	micheal jackson	0
 ashton kutcher chilling with lb .	ashton kutcher	0
all of the awesome in the world is eclipsed by the roots , stephen colbert and taylor hicks performing '' friday '' . fun	stephen colbert	1
it 's not the worst duet that 's happened . mariah carey and westlife , green day and u2 or alexandra burke and pitbull take that accolade .	mariah carey	1
they even have red costumes on like britney spears 	britney spears	0
michael moore : '' thank you , barack obama , for giving us the opportunity to redeem ourselves '' - via huffington post / / do you feel redeemed ?	barack obama	0
'' damn they just aired lindsay lohan on e ! with a low blow lol this dude said she making a clothing line . the 1st line she had that did n't ...	lindsay lohan	0
mw2 less than 2 days . fuck xbox . ps3 ftw !	xbox	-1
world ' obama 's coming asian tour will exclude indonesia : president barack obama ' is first asian trip as preside . .	barack obama	0
new blog post : fake autographs ebay derek jeter albert pujols alex rodriguez signed autographed baseball photo .	alex rodriguez	-1
omg just heard someone on wfmu say about liz taylor '' yo she was the origginal kim kardashian '' . liz isnt even yet in a grave to roll over in .	kim kardashian	1
confirmed : netmeeting runs in experience mode on windows 7 . is it fast ? no , not really . but it might do in a pinch .	windows 7	0
i was obsessed with britney spears when i was young :p her new music is awful so i stopped liking her .	britney spears	-1
 kim kardashian vs jen hudson vs salma hayek ... have you voted for bitch stole my look yet ?! .	kim kardashian	-1
rt alwaysarana : lakers game in vegas with bjlaflin . ... now that 's some awesome looking seats ! dr : -rrb-	lakers	0
lets tweet one more time ... im going to bed right now . a very long day has gone . sweet dreams britney , gag and madonna . you give me life .	madonna	0
dear haters , when justin timberlake and usher fight over you , gim me a call . sincerely , nobody asked if you liked justin bieber .	justin timberlake	-1
riiiggghhht here rt bigjamaal lakers where y' all at ?	lakers	-1
i upload a youtube video -- miley cyrus - ca n't be tamed -lsb- official music video hq -rsb- .	miley cyrus	1
new post : wii sports surpasses 50m units , new super mario brothers . nears 20m - gamasutra -lrb-	wii	0
50thingsihate justin bieber and selena gomez dating	selena gomez	-1
i despise the wii . does n't catch the signals for guitar hero as well .	wii	0
i hate when i have my ipod but not my headphones	ipod	0
what do mac have against hyphens ? did one abuse steve jobs as a child	steve jobs	0
fucked up night now , other my lakers winning -lrb- 98-95 -rrb- i have nothing else to tweet about . goodnight . ♥	lakers	0
why does my xbox keep dying and coming back from the dead lol	xbox	0
nic cage sues business manager for ' financial ruin ' : filed under : celebrity justice nicolas cage , who has made untold . .	nicolas cage	0
 lady gaga please follow me diva ? , you are amazing $t$ , i love you ♥ follow me please * -- * 10	lady gaga	1
terjebak dalam kemacetan kemang with wife , while listening to britney spears from the radio . why my thumbs suddenly ca n't stop moving ??	britney spears	0
new ipad application called al gore 's our choice . kind of boring , though . it 's a map of the 2000 election results , but florida is blue .	al gore	0
 britney spears spotted with lover in bikini : metro life 's just one long beach for $t$ after she . .	britney spears	0
 steve jobs more popular that oprah ? i already knew this !	steve jobs	0
mtod update : free disney application for the phone and ipod touch : this is very good news for all of you d . .	ipod	1
 harry potter is idiotic and annoying . why are there 7 books and he 's still alive ?	harry potter	-1
i totally love demi lovato and i really , really love her music , but sometimes i like taylor swift 's lyrics more . rt if you want a duet !	demi lovato	-1
i cant believe i 'm saying this but mila kunis is hotter than katy perry ...	katy perry	-1
hmm i don know but i love miley and pink and byonce and micheal jackson 	micheal jackson	0
jesus christ people , nick jonas cut his hair cause he felt like it . besides , his hair looks 10x better and he looks so much more ... grown -lrb- ;	nick jonas	1
pretty much done my homework . now i have 3 hours and 22 minutes to read harry potter . :-rrb- yeah , i 'm a nerd . deal with it . lol .	harry potter	0
np - lady gaga super lover	lady gaga	0
hahahahahaha you better mean the next britney spears as a compliment ! lol	britney spears	0
follow ------------------ >> justinbiebeirr for dms to justin bieber , jaden and willow smith . tell me when u follow her = -rrb-	justin bieber	1
you are the one who pushed me over the kindle edge and now i ca n't live w/o it . do n't like when books not available !!	kindle	0
i love nikki minaj ! she 's the black lady gaga but even better !!! i love you girrrlll	lady gaga	0
amazing presentation from google containing the best online creative of the year : . -lrb- / via matt_muir via benayers -rrb-	google	1
i voted for born this way - lady gaga on jojowright 's top 9 9 on kiisfm . vote for your favorite song ! .	lady gaga	1
i love britney spears , she is the best	britney spears	1
 madonna heartbeat i love it !	madonna	0
i would like to have a google wave invitation !	google wave	1
feels bad for jimmy carter who actually deserved the peace prize ; what a shame to cheapen the honor . tcot	jimmy carter	1
i 've never seen ' an inconvenient truth ' . to me al gore is still the husband of tipper who was head of that idiotic pmrc & pitb to frank zappa .	al gore	-1
sorry guys , do n't like miley cyrus . . she dress like a prostitute . . and all i see on tumblr is : miley miley miley	miley cyrus	-1
that was easier than i thought ... got a vista computer and windows 7 computer to share nicely . i learned how both os are same yet different .	windows 7	1
emma i 'm your fan i love harry potter i 'm from brazil if someday you come here in brazil , please let me know i 'm your number 1 fan	harry potter	1
when george with bush did something kind of dumb & not presidential , i 'd roll my eyes . when barack obama does , i smile .	barack obama	1
cant believe how unfit i am ... so glad i got a wii fit : d	wii	1
we all know this : jimmy carter was a phony , a disaster & a loser	jimmy carter	-1
returned lenova laptop . ca n't deal with bill gates and his wonderful windows program . let 's put windows on top of dos-sounds like a good ...	bill gates	0
;-rrb- i personally was longing for that option as i do n't like britney spears or any other explicitly cocksucking lady ...	britney spears	-1
' tea party ' protests budget compromise , and john boehner denies budging .	john boehner	-1
listening to britney spears ; lucky	britney spears	0
ah okay ! :-lrb- i like the psp a lot : -rrb-	psp	1
i miss waking up in the middle of the night & hearing surat albaqarah whispering to us in a reassuring way ! amooon i want my ipod back !!	ipod	1
levi johnston , dad to sarah palin ' s grandson , to pose in ' playgirl ' . glenn beck vows to cancel his subscription . by markmorford	sarah palin	-1
i downloaded the og ff on my wii . good god i cant believe how annoying that music is !	wii	-1
for example , sending death threats to kim kardashian , are you kidding me ? it 's not like they were gon na date , she 's like 30 . i mean , come on .	kim kardashian	-1
 iphone mistake of the day : no rotted just makingsufe = no problem just making sure .	iphone	-1
rihanna no longer thinks russell brand is an idiot : rihanna says she thought $t$ was an '' idiot '' when s ... .	russell brand	-1
 ashton kutcher . :-rrb- does it make you mad that $t$ is the least talented member of that 70s show yet the mos ...	ashton kutcher	-1
mary kate and ashley olsen launch sunglasses range for spring 2010shiny styleafter lindsay lohan ' s tragic fashion . .	lindsay lohan	0
i really want to upgrade to windows 7 but i want to get 4 more gbs of ram and a new video card first . need to get some money !	windows 7	1
census : detroit 's population falls 25 percent - u.s. news - msnbc.com . via msnbc - asshole gop is going to blame obama p2	obama	-1
movie star ' led down path to financial ruin ' : oscar-winner nicolas cage is suing his former business manager for . .	nicolas cage	0
i found 1 stuck in the bottom of my ipod ... had 2 dig that bitch out & put it in my reserve part of the grinder ... lol	ipod	0
fightingwords : fuck the lakers ! so when you see me let 's catch a fade !	lakers	-1
man i always love harry potter weekend on abc family . see britt_alexander , what your missing out on !	harry potter	1
lizlovessvu i 'm going back and forth between mean girls and harry potter . bitches and dementors !	harry potter	-1
'' my tears are turning into time i 've wasted trying to find a reason for goodbye . '' ~ lindsay lohan . ' over '	lindsay lohan	0
pres . barack obama is dropping in the approval polls faster than ive ever seen -lrb- i check daily -rrb- he is definitely a 1 term president p2 tcot	barack obama	-1
a shiny new nickel to the person who links me to a mash-up of belle biv devoe 's '' poison '' and '' toxic '' by britney spears .	britney spears	0
listening to free falling by john mayer , i love this song : -rrb-	john mayer	1
 britney spears new song ' 3 ' . i love it : d	britney spears	1
i 'm on google wave too , in case you want to wave at me ! just be sure you 're not waving with magazine in gun .	google wave	0
interesting story lindsay lohan goes to court , possibly just because she 's $t$	lindsay lohan	0
foxit 's eslick reader now supports epub , puts kindle to shame hardware -	kindle	-1
teeehee perez hilton told joe to drop it like its hot ; -rrb-	perez hilton	0
later getting together with friends . good food and wii bowling .	wii	0
how can orange say their new iphone web surfing is ' unlimited ' when it 's really only 750mb ? not really unlimited then , is it ? fail	iphone	0
i just took '' you and justin bieber have been best friends since you were bot ... '' and got : 31 picnic and hockey ! try it : .	justin bieber	1
lol and no we found out last night . josh is a harry potter freak and knew the girls name	harry potter	0
heatherlybadov apple survey - what do you think of apple products ? ipad sucks ? freebies .	ipad	-1
i just took '' you hate justin bieber , but will you hate him even more when you f ... '' and got : part 3 ... ! try it : .	justin bieber	-1
your way left of most but i think you can secretly support a 2012 ticket of ron paul & sarah palin :-rrb- sshh it 'll be our secret !	sarah palin	0
can our government be honest ?? jimmy carter says yes , $t$ says yes	jimmy carter	0
fox news announces deaths of ' obama joe biden ' , ' oksana mel gibson ' , ' obarbarino hal linden ' and ' obrother where artthou ' .	joe biden	0
so you 're finally getting an iphone ?! good choice !	iphone	0
j just said , '' i really like windows 7 , actually . '' from a man who dresses himself after steve jobs !? * shock *	windows 7	1
i bet lady gaga could make the worst song ever and people will still buy it because she is so awesome	lady gaga	1
apparently , lindsay lohan finds acting `` monotonous '' ... i did n't even know the crazy bitch was still acting ...	lindsay lohan	0
im getting ' super hyped up while listening to 3 by britney spears ! super nice !!	britney spears	1
- we ca n't get enough of hilary swank and the adorable puppies ! for more ih4th info , visit www.ih4th.com .	hilary swank	0
why does katie couric melt in front of hillary clinton yet bullies sarah palin ? what a leftist journalist !	sarah palin	0
new musicm listen to britney spears '' monster '' and shakira feat little ' wayne '' give it up to me ''	britney spears	0
really ? that seems like more of a britney spears outfit to me ... like ... i 've seen her in a dress like that before . .	britney spears	0
right here rt bigjamaal : lakers where y' all at ?	lakers	-1
hey thetechgame this is why i hate playing shooters on xbox you have to ads to much -lrb- thetechgame.com live ' -rrb-	xbox	-1
hahaha park ridge is an insanely bourgie upper-middle class suburb of chicago . home town of hillary clinton .	hillary clinton	0
who does that bitch think she is trying to out-sing britney spears ?! crossroads	britney spears	0
r belgium . beyonce was up against coldplay , britney spears and placebo	britney spears	0
classy question posed to the alaska dot : '' does sarah palin look as good in person as she does on television ? '' ... good one !	sarah palin	0
 obama has brought us into a 3rd war with a mulem nation ! that was a huge mistake !	obama	-1
my pod touch is too loud as an alarm ... damn it steve jobs ! ...	steve jobs	-1
is anyone else as thoroughly entertained by lindsay lohan ' s sporadic , wasted tweets as i am ? nothing like a good lovers quarrel !	lindsay lohan	0
would you be willing to spare an invite for google wave to me ?	google wave	0
 ashley tisdale needs more songs like be good to me , not like that & he said she said .	ashley tisdale	0
harding park 's toughest shot is now even tougher : and if you 're wondering how tiger woods will handle t . .	tiger woods	0
i have no reason to mess with these slobs because ' they are bill gates and i 'm steve jobs ...	bill gates	0
thanks amazon . my kindle died . no hassle return and i can tweet from this new one .	kindle	-1
how ugly remote controller ... just amazing how they really think ui ... quick tour - google television .	google	-1
ni politicians urged to ' finish journey ' : us secretary of state hillary clinton has emphasize her commitment t . .	hillary clinton	0
 britney spears is like two big scoops of vanilla ice cream . 50 cent can pour chocolate on her .	britney spears	-1
vera wang : vera wang loves food courts chelsea handler wants one with alcohol video source httpwwwtvsquadcom201 ... .	chelsea handler	0
omg this one thing about britney spears '' videos '' keep on following me . i 'm like block block block !!! so annoying ! dinnerrrr ?	britney spears	0
t jefferson supported gov run health care , fast forward to 2010 & lobbyist/insurers pay politicians john mccain & tea party radicals off	john mccain	1
debi mazar was more glamorous than her buddy madonna then . she was exotic . now , $t$ is the glamorous 1 & the super famous 1 . love her dialect	madonna	0
 madonna news $t$ wins damages over wedding photos : in celebrity legal news , $t$ has accepted . .	madonna	0
woods ensures victory for americans : tiger woods has holed the putt to ensure the american team will win the pr . .	tiger woods	0
i 'm 98 % sure that my ipod touch is broken completely . but there is always that other 2 % .	ipod	0
i hate when im the tall one in a room ... it makes me feel like khloe kardashian !!! but not tall just huge	khloe kardashian	-1
bitch walkn down the street with sum mc hammer pants on ... den bitches look like sum parachutes . . hop the wind dnt blow hard on here .	mc hammer	-1
in from rangers ... shattered gon na download some stuff to my ipod and then go to sleep . might play the poems - send me to sleep ? no probs not	ipod	1
congratulations to barack obama - nobel peace prize . wow .	barack obama	1
th committee praises hm ' 4 headshot extraordinary efforts 2 strengthen int ' l diplomacy & cooperation ' - is this an implied criticism of george bush ?	george bush	0
tbh i hate lady gaga ... her music sucks & she looks like 40 & im pretty sure shes 20 something	lady gaga	-1
 ipad looks awesome and such , held it today in my hand -lrb- had a training at work for it nyaha -rrb- b that made me realize i don really need it xd	ipad	1
it 's official : george bush was such an arsehole , you can win the nobel peace prize just by not being him pass	george bush	-1
attention . crazy bitch who almost ran me off road . stop fake texting to avoid eye contact . i know the difference between itouch and iphone . idiot .	iphone	0
is n't the kindle inspiration enough ? mind you , i 'd be okay with them with or without the $t$ present . : -rrb-	kindle	0
if i install windows 7 64 bit . -lrb- i have a x4 phenom -rrb- will i still be able to use my : 32-bit software ? and has a . .	windows 7	0
 sarah palin sent letterman a doz black roses in honor of karma biting him in the ass	sarah palin	0
per öhlin citerar steve jobs : '' you know a good design when you want to lick it . '' nextevent -lrb- via pleasecopyme -rrb-	steve jobs	0
retweet if justin bieber is not following you so i can send a deathmatch to him with your twitter names :-rrb- must be following itslovatobieber hurry	justin bieber	1
i really love the music on way too early with willie geist . i wo n't be paying $ 1.1 million for a sarah palin box though .	sarah palin	0
so i 'll beat my meat like i 'm a fucking butcher , and i 'll punk the pussy like i 'm ashton kutcher !	ashton kutcher	-1
megan fox , britney spears , and lady gag !!!!!!!!!!! because they 're all strong and beautiful women !	britney spears	0
jamming to 3 by britney spears , her concert was amazing this year !!!	britney spears	1
the britney spears effect : if it looks good and cool , all else matters not .	britney spears	0
'' finally i wo n't be the worst president in history -- jimmy carter . '' from the revolution video :	jimmy carter	0
jason mraz is the nouveau dave matthews , but with better singing and less musicianship hackery .	dave matthews	0
you can add britney spears track 3 to my list of guilty pleasures .	britney spears	0
abc poll : majority agree barack obama did n't deserve the nobel peace prize	barack obama	0
say rude things about the amazon kindle 	kindle	-1
want an xbox360 signed by sarah palin ? yeah , me neither , but if you 're willing to blow 1.1 million on it :	sarah palin	0
i saw a youtube video of them singing britney spears . it was funny but they 're not great singers ? was it just that video ?	britney spears	0
that 's as bad as when rachel mocked britney spears for going nuts and being white trash	britney spears	-1
need halloween ideas ? here 's a how-to on dressing like britney spears !	britney spears	0
thank you , apple & steve jobs , for all the trouble you put people through just dealing with your proprietary inventions . why did i need an pod ?	steve jobs	0
youhaveanicebodybut you look like a crack whore like lindsay lohan . . you seem like you just got out of rehab	lindsay lohan	-1
just installed windows 7 on my macbook professional . at first glance i really like it .	windows 7	1
so i typed in '' why did '' in goggle , and here was the first suggestion : '' why did barack obama win the nobel peace prize '' - lol !	barack obama	0
what the fucking hell is google wave ? it looks like shit ! i don even know what to do with it !	google wave	-1
on the xbox love using twitter	xbox	0
gary rothfeld chavez single boosts yanks over rangers : eric chavez , filling in for an ailing alex rodriguez , singledho ... gary rothfeld	alex rodriguez	-1
-lsb- gwaveblogs -rsb- ultimate list of google wave gadgets and tools - $t$ , $t$ extension , $t$ gadge ...	google wave	0
i hate the new windows 7 adverts	windows 7	-1
rt jizzyworld : what the hell is the deal with that $ 1.1 million sarah palin authographed box on ebay ?	sarah palin	0
wonderful quote by steve jobs , i really love that speech ! my best youtube moment ever : - d	steve jobs	0
i am confused . did obama win the nobel peace prize for simply not being george bush ? < -- -lrb- yes , that is correct -rrb-	george bush	-1
perfect couples : britney spears and justin timberlake , ahh those where the days * thinks back *	justin timberlake	1
technology info : how to enable windows 7 virtual wifi	windows 7	0
in other news , britney album tomorrow $t$ album tomorrow $t$ album tomorrow $t$ album tomorrow $t$ album tomorrow $t$	britney	0
saints made giants defense look like lindsay lohan trying to stop advances of physical & mental addiction . lol !!	lindsay lohan	0
if sarah palin wants to ruin america i say let her ... we let obama	sarah palin	-1
i was gon na go get wii fit today . even though i 'm paying for it with my money and everything , my parents wo n't bring me . they 're ' too busy '	wii	1
president barack obama is thought to have been nominated but it 's unclear on what grounds ... :	barack obama	0
the fanatic zionist and inciter against muslims during 2008 campaign , john mccain , went to libya to support '' freedom '' .	john mccain	-1
us taxpayers blow $ 529 million to produce play toys for al gore , leonardo dicaprio & other rich hypocrites - .	al gore	-1
britt plays speak now by taylorswift on guitar ; .	taylorswift	0
ha i wonder if hes still making those gay wii things on youtube .	wii	0
 britney spears pleaseeeeeee kalo engga cobra starship + leighton meesternya hehehe lady gag aja dooong amp ...	britney spears	0
 paris hilton almost runs over sarah shahi , new twitter feud starts : sarah shahi hates $t$ and is not afraid to sa ... lifestyle	paris hilton	-1
about to go to motherfucking nashville . fuck . long awkward ass ride with my parents . with no ipod 	ipod	0
this is why we could never be :-lrb- rt cpmusicgroup fuck the lakers for winning tonight . . yes all season $t$	lakers	-1
 windows 7 has made fast computer almost unusable : hey everyone . i just recently made the upgrade from windows v . .	windows 7	1
in minneapolis for the weekend . beginning the drive from hell but at least i have the girl with the dragon tattoo on my ipod .	ipod	0
present like steve jobs 	steve jobs	1
jeff toobin tells anderson cooper that donald trump is n't crazy or a bigot , just an '' opportunist . '' ca n't he be all three ? birthers	anderson cooper	0
anyone have an iphone charger on them today at asist09 ? not sure i 'm going to last the rest of the day !	iphone	0
i love the song '' till the world ends '' by britney spears . but kesha wrote it ... and i think it 'd be a better kesha song/video	britney spears	-1
die beat van sexrap is van mohobi en nicki minaj - hold you komjeerachter	nicki minaj	1
bbc : clinton warning to afghan leader : us secretary of state hillary clinton says the winner of afghanistan . .	hillary clinton	0
tourism up , and it 's all thanks to oprah 	oprah	1
curse you itunes , i do not want britney spears garbage ! stop reccomending it and give me something good .	britney spears	-1
wow a day with brooke saw harry potter and the deathly hallows part 1 it was amazing and going home now so tired i love snow : -rrb-	harry potter	1
 xbox 360 call . of . duty . modern . warfare . 2 . $t$ 360 . rf-tr torrent download	xbox	0
creative zii to challenge kindle , nook : var fbshare = -lcb- url : ' - amazon - $t$ / creative-zii . .	kindle	0
okay i was n't cracking & you was watching he-man and gi joe square ! you know as much as britney spears about hiphop . i am king	britney spears	0
zeus !! rt tone_freshton kobe is amazing ... period rt lakers : kobe impresses phil jackson ! does he impress you ? - .	lakers	0
i got two options for halloween lindsay lohan and lady gag !!!! ohh my ... what happened to lindsay she looks horrible !!!!	lindsay lohan	-1
i absolutely hate lady gaga 	lady gaga	-1
i love justinbieber ' s new song & britney spears new song 3 !	britney spears	1
 lindsay lohan in gucci thigh high boots : $t$ looks very stylish out and about in these sexy gucci div . .	lindsay lohan	0
an interesting twitt lindsay lohan ' s latest emotional rant on twitter : examiner.com if lindsay . .	lindsay lohan	0
i do n't hate miley cyrus - _______ - and i love hannah montana .	miley cyrus	1
 russell brand prefers gardening over sex after marriage .	russell brand	0
anybody on google wave ? i 'm lonely	google wave	0
got it worked out . every teen with faithful attendance & completion of the online bible study , will get an ipod touch . details this sunday .	ipod	0
'' hornets : hornets sign free agent center d.j. mbenga . the former lakers appeared in 49 games last season for la . '' < :-lrb- i love mbenga ouch	lakers	0
'' mr. lindsay lohan ' s daddy '' is a fame whore !	lindsay lohan	-1
in loving the github / google application engine / grails combo - although having to relearn about jpa is a bit of a drag after hibernate	google	1
linesinspiredme do n't listen to all the people who hate - miley cyrus 	miley cyrus	1
looks like dave matthews is in town , hope he does n't dump his shit in the chicago river again ... it 's already nasty enough .	dave matthews	-1
ahhh , ahaaaa , i love you baby -lrb- essa é a versão britney spears -rrb-	britney spears	1
give stanza a look . it 's pretty good . kindle application for phone is good too . what about sony 's book reader ?	kindle	1
i wonder if kentuckybadgirl is related to britney spears ? that 'd be pretty cool . = -rsb-	britney spears	1
this time in 2008 , sarah palin was hugging and kissing levi as the family man welcome into palin 's white house . times change quick for palin	sarah palin	0
i feel like i should start watching or at least learn a lot more about it . i love playing fifa ' 10 on xbox , so that 's a start !	xbox	0
britney breaks billboard record ! britney spears single '' 3 '' debuts on 1 in billboard hot 100 ! i knew it , i knew it ! awesome song -lrb- :	britney spears	1
video : i just thought that everyone should know , that i love hilary swank . she is amazing . also , this movie ... ...	hilary swank	1
 sarah palin is an idiot and bho is brilliant . it 's brilliance that got us in trouble and common sense is all needed to get us out tcot	sarah palin	-1
ha no way . i 've seen britney spears . she 's way better than snakes !	britney spears	0
 xbox live : el verdad is currently online . playing rock band 2 . drums solo quickplaygetting ready to rock . -lrb- $t$ live nation -rrb-	xbox	0
you suck justin bieber you and your girlfriend selena gomez both suck you big baby	selena gomez	-1
 madonna asking gag , what the hell is a disco stick ? lol made me laugh !	madonna	0
who knew it could be so frustrating trying to load photos onto an ipod nano ?!	ipod	0
- we had it on for the 1st 10 minutes but got sick of it . ipod on shuffle much better !	ipod	1
gente vota no coverama banda lady gaga cover ! .	lady gaga	0
i just found out na si mandy moore pala si rapunzel sa tangled . > : -rrb-	mandy moore	1
playing gta liberty city story on the psp ! just killing people	psp	0
my friend has that phone & kindle ... if i could win level26 give away . . boy ! i would show her !!!!	kindle	0
thatwouldbeawesome if the lakers hit that three-peat this year	lakers	0
who ever need a google wave invite please deathmatch me with your e-mail address	google wave	0
 nicki minaj is my celebrity crush ! wowsh ! oritse x	nicki minaj	-1
thank you so much all monster ! you make me spirit to love lady gaga ★ -lrb-^_^-rrb- ★	lady gaga	1
i 'm dropping a britney spears disco remix tomorrow ... which is just a taste of what 's to come .	britney spears	1
that awkward moment when you 're diagnosed with bieber fever , and all the doctor can do is prescribe justin bieber music .	justin bieber	1
damn thats some bullshit ... i had a blackberry for like a year and but i just got the iphone and that shit is sweet	iphone	0
my 3 kids love your songs ! keep having to play it in the car on the ipod ! they do n't even know you !!! but they love yeah	ipod	0
man i love that new britney spears song ! loves it !!!!!!	britney spears	1
listening to old madonna song on the radio ... lady gag is no $t$ ! $t$ was better than lady gag then and she still rules	madonna	1
 britney spears releases '' 3 '' and a year and a half ago was just a hot mess and we say legend . gag creates art . we call her dude ?	britney spears	0
