review	aspect	sentiment
i happen to have a policy that goes along with a little bit of self-respect, which includes not letting a waiter $ a man whose job is to serve customers at their tables in a restaurant. a person who waits for a time, event, or opportunity. a small tray; a salver. $ intimidate me, i.e. make me feel bad asking for trivialities like water, or the check.	waiter	-1
This place $ a particular position, point, or area in space; a location a portion of space designated or available for or being used by someone a position in a sequence or series, typically one ordered on the basis of merit a square or short street $ has got to be the best japanese restaurant in the new york area.	place	1
Food $ any nutritious substance that people or animals eat or drink or that plants absorb in order to maintain life and growth $ is great.	Food	1
Service $ the action of helping or doing work for someone assistance or advice given to customers during and after the sale of goods a piece of work done for a client or customer that does not involve manufacturing goods a system supplying a public need such as transport, communications, or utilities such as electricity and water a ceremony of religious worship according to a prescribed form a periodic routine inspection and maintenance of a vehicle or other machine a set of matching crockery used for serving a particular meal (in tennis and other racket sports) the action or right of serving to begin p $ is top notch.	Service	1
I tend to judge a sushi restaurant by its sea urchin $ a marine echinoderm having a spherical or flattened shell covered in mobile spines, with a mouth on the underside and calcareous jaws. $, which was heavenly at sushi rose.	sea urchin	1
The sushi $ a Japanese dish consisting of small balls or rolls of vinegar-flavoured cold rice served with a garnish of vegetables, egg, or raw seafood. $ seemed pretty fresh and was adequately proportioned.	sushi	1
The rice to fish ration $ a swamp grass which is widely cultivated as a source of food, especially in Asia. [SEP] expressing motion in the direction of (a particular location) approaching or reaching (a particular condition) identifying the person or thing affected by or receiving something identifying a particular relationship between one person and another indicating that two things are attached or linked concerning or likely to concern (something) used to introduce the second element in a comparison placed before a debit entry in accounting. [SEP] a limbless cold-blooded vertebrate animal with gills and fins living $ was also good--they didn't try to overpack the rice.	rice to fish ration	1
We took advanatage of the half price sushi deal $ either of two equal or corresponding parts into which something is or can be divided [SEP] the amount of money expected, required, or given in payment for something an unwelcome experience or action undergone or done as a condition of achieving an objective [SEP] a Japanese dish consisting of small balls or rolls of vinegar-flavoured cold rice served with a garnish of vegetables, egg, or raw seafood. [SEP] distribute (cards) in an orderly rotation to players for a game or round take part in commercial trading of a particular commodity take measures concerning (someone or something), especially $ on saturday so it was well worth it.	half price sushi deal	1
In the evening, this place attracted a well dressed, with it, NY crowd $ a large number of people gathered together in a disorganized or unruly way $.	crowd	1
The food $ any nutritious substance that people or animals eat or drink or that plants absorb in order to maintain life and growth $ was well prepared and the service impecable.	food	1
The Prix Fixe menu $ any of a good deal of series of motor-racing or motorcycling contests forming part of a world championship series, held in various countries under international rules. [SEP] an idea or desire that dominates the mind; an obsession. [SEP] a list of dishes available in a restaurant $ is worth every penny and you get more than enough (both in quantity AND quality).	Prix Fixe menu	1
$6 and there is much tasty food $ any nutritious substance that people or animals eat or drink or that plants absorb in order to maintain life and growth $, all of it fresh and continually refilled.	food	1
I am not a vegetarian but, almost all the dishes $ a good deal of shallow, flat-bottomed container for cooking or serving food a shallow, concave receptacle, especially one intended to hold a particular substance a sexually attractive person information which is not generally known or available concavity of a spoked wheel resulting from a difference in spoke tension on each side and consequent sideways displacement of the rim in relation to the hub. $ were great.	dishes	1
The food $ any nutritious substance that people or animals eat or drink or that plants absorb in order to maintain life and growth $ here is rather good, but only if you like to wait for it.	food	1
I like the somosas $ a process by which molecules of a solvent tend to pass through a semipermeable membrane from a less concentrated solution into a more concentrated one. the process of gradual or unconscious assimilation of ideas, knowledge, etc. $, chai, and the chole, but the dhosas and dhal were kinda dissapointing.	somosas	1
The service $ the action of helping or doing work for someone assistance or advice given to customers during and after the sale of goods a piece of work done for a client or customer that does not involve manufacturing goods a system supplying a public need such as transport in the least. communications, or utilities such as electricity and water a ceremony of religious worship according to a prescribed form a periodic routine inspection and maintenance of a vehicle or other machine a set of matching crockery used for serving a particular meal (in tennis and other racket sports) the action or right of serving to begin p $ varys from day to day- sometimes they're very nice, and sometimes not.	service	-1
The kitchen $ a room or area where food is prepared and cooked. the percussion section of an orchestra. (of a language) in an uneducated or domestic form $ however, is almost always slow.	kitchen	-1
Also, specify if you like your food $ any nutritious substance that people or animals eat or drink or that plants absorb in order to maintain life and growth $ spicy- its rather bland if you don't.	food	-1
The ambience $ the character and atmosphere of a place $ is pretty and nice for conversation, so a casual lunch here would probably be best.	ambience	1
If you've ever been along the river in Weehawken you have an idea of the top of view $ the ability to see something or to be seen from a great deal of particular place a sight or prospect, typically of attractive natural scenery, that can be taken in by the eye from a particular place a particular way of considering or regarding something; an attitude or opinion $ the chart house has to offer.	view	1
Add to that great service $ the action of helping or doing work for someone assistance or advice given to customers during and after the sale of goods a piece of work done for a client or customer that does not involve manufacturing goods a system supplying a public need such as transport, communications, or utilities such as electricity and water a ceremony of religious worship according to a prescribed form a periodic routine inspection and maintenance of a vehicle or other machine a set of matching crockery used for serving a particular meal (in tennis and other racket sports) the action or right of serving to begin p $ and great food at a reasonable price and you have yourself the beginning of a great evening.	service	1
The lava cake dessert $ hot molten or semi-fluid rock erupted from a volcano or fissure, or solid rock resulting from cooling of this [SEP] an item of soft sweet food made from a mixture of flour, fat, eggs, sugar, and other ingredients, baked and sometimes iced or decorated an item of savoury food formed into a flat round shape, and typically baked or fried [SEP] the sweet course eaten at the end of a meal $ was incredible and I recommend it.	lava cake dessert	1
Once you step into Cosette $ (1873–1954), French novelist; born Sidonie Gabrielle Claudine. Notable novels Chéri (1920) and La Fin de Chéri (1926). $, you're miraculously in a small, off-the-beaten path Parisian bistro.	Cosette	1
This tiny restaurant $ a place where people pay to sit and eat meals that are cooked and served on the premises $ is as cozy as it gets, with that certain Parisian flair.	restaurant	1
The food $ any nutritious substance that people or animals eat or drink or that plants absorb in order to maintain life and growth $ was average to above-average; the French Onion soup filling yet not overly impressive, and the desserts not brilliant in any way.	food	1
However, go for the ambience $ the character and atmosphere of a place $, and consider the food just a companion for a trip across the world!	ambience	1
The pizza $ a dish of Italian origin, consisting of a flat round base of dough baked with a topping of tomatoes and cheese, typically with added meat, fish, or vegetables $ was delivered cold and the cheese wasn't even fully melted!	pizza	-1
The pizza $ a dish of Italian origin in the least. consisting of a flat round base of dough baked with a topping of tomatoes and cheese, typically with added meat, fish, or vegetables $ is overpriced and soggy.	pizza	-1
Yes, they use fancy ingredients $ any of the foods or substances that are combined to make a particular dish $, but even fancy ingredients don't make for good pizza unless someone knows how to get the crust right.	ingredients	1
I think I've had some the best meals $ meals delivered to old people or invalids who cannot cook for themselves. $ of my life at minnow.	meals	1
The seafood $ shellfish and sea fish, served as food $ is amazing, there's a good wine list, and the ever-changing menu always offers some great surprises.	seafood	1
The combination of super-fresh ingredients $ any of the foods or substances that are combined to make a particular dish $ in the dishes are unusual but really delicious.	ingredients	1
Best Pastrami $ highly seasoned smoked beef, typically served in thin slices. $ I ever had and great portion without being ridiculous.	Pastrami	1
My wife had the fried shrimp $ a small free-swimming crustacean with an elongated body, typically marine and frequently of commercial importance as food. a small, physically weak person $ which are huge and loved it.	fried shrimp	1
As a Japanese native, I've lived in the Tristate area for over 8 years, but I was just so amazed at this place $ a great deal of particular position, point, or area in space; a location a portion of space designated or available for or being used by someone a position in a sequence or series, typically one ordered on the basis of merit a square or short street $.	place	1
This place $ a particular position, point, or area in space; a location a portion of space designated or available for or being used by someone a position in a sequence or series, typically one ordered on the basis of merit a square or short street $ is the most Japanese it can ever get.	place	1
The signs $ clinical measurements, specifically pulse rate, temperature, respiration rate, and blood pressure, that indicate the state of a patient's essential body functions $, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese.	signs	1
This place $ a particular position, point, or area in space; a location a portion of space designated or available for or being used by someone a position in a sequence or series, typically one ordered on the basis of merit a square or short street $ is worth an one-hour drive.	place	1
Leon $ a city in northern Spain; population 135,119 (2008). It is the capital of the province and former kingdom of León, now part of Castilla-León region. an industrial city in central Mexico; population 1,137,465 (2005). a city in western Nicaragua, the second largest city in the country; population 174,051 (2006). $ is an East Village gem: casual but hip, with well prepared basic French bistro fare, good specials, a warm and lively atmosphere.	Leon	1
My wife and I always enjoy the young, not always well trained but nevertheless friendly, staff $ not found $, all of whom have a story.	staff	1
Decent wine $ an alcoholic drink made from fermented grape juice $ at reasonable prices.	wine	0
Everytime I decide to try another place on the UES, I get angry that I didn't just go to Zucchero Pomodori $ a Roman Catholic cleric's skullcap: black for a priest, purple for a bishop, red for a cardinal, and white for the Pope. [SEP] denoting a sauce made from tomatoes, typically served with pasta $.	Zucchero Pomodori	1
This is by far my favorite place $ a particular position, point, or area in space; a location a portion of space designated or available for or being used by someone a position in a sequence or series, typically one ordered on the basis of merit a square or short street $ in the neighborhood.	place	1
The service $ the action of helping or doing work for someone assistance or advice given to customers during and after the sale of goods a great deal of piece of work done for a client or customer that does not involve manufacturing goods a system supplying a public need such as transport, communications, or utilities such as electricity and water a ceremony of religious worship according to a prescribed form a periodic routine inspection and maintenance of a vehicle or other machine a set of matching crockery used for serving a particular meal (in tennis and other racket sports) the action or right of serving to begin p $ is excellent, the decor is great, and the food is delicious and comes in large portions.	service	1
I'm partial to the Gnocchi $ (in Italian cooking) small dumplings made from potato, semolina, or flour, usually served with a sauce. $.	Gnocchi	1
This place $ a particular position, point, or area in space; a location a portion of space designated or available for or being used by someone a position in a sequence or series, typically one ordered on the basis of merit a square or short street $ is incredibly tiny.	place	-1
The hostess $ a woman who receives or entertains guests $ is rude to the point of being offensive.	hostess	-1
The food $ any nutritious substance that people or animals eat or drink or that plants absorb in order to maintain life and growth $ was bland oily.	food	-1
We have been to this place many times, and always have great food $ any nutritious substance that people or animals eat or drink or that plants absorb in order to maintain life and growth $, wine, and service.	food	1
We were worried we would have trouble getting in, but somehow managed to have a short wait $ stay where one is or delay action until a particular time or event used to indicate that one is eagerly impatient to do something or for something to happen $.	wait	1
When we sat, we got great and fast service $ the action of helping or doing work for someone assistance or advice given to customers during and after the sale of goods a piece of work done for a client or customer that does not involve manufacturing goods a system supplying a public need such as transport, communications, or utilities such as electricity and water a ceremony of religious worship according to a prescribed form a periodic routine inspection and maintenance of a vehicle or other machine a set of matching crockery used for serving a particular meal (in tennis and other racket sports) the action or right of serving to begin p $.	service	1
The people $ human beings in general or considered collectively the members of a particular nation, community, or ethnic group the supporters or employees of a person in a position of power or authority $ that work there are always so friendly you forget you are in New York sometimes.	people	1
Make sure you try this place $ a great deal of particular position, point, or area in space; a location a portion of space designated or available for or being used by someone a position in a sequence or series, typically one ordered on the basis of merit a square or short street $ as often as you can.	place	1
This is a fun restaurant $ a place where people pay to sit and eat meals that are cooked and served on the premises $ to go to.	restaurant	1
The pizza $ a dish of Italian origin, consisting of a flat round base of dough baked with a topping of tomatoes and cheese, typically with added meat, fish, or vegetables $ is yummy and I like the atmoshpere.	pizza	1
But the pizza $ a dish of Italian origin, consisting of a flat round base of dough baked with a topping of tomatoes and cheese, typically with added meat, fish, or vegetables $ is way to expensive.	pizza	-1
A large is $20, and toppings $ a layer of food poured or spread over a base of a different type of food to add flavour $ are about $3 each.	toppings	-1
I went there for lunch $ a meal eaten in the middle of the day, typically one that is lighter or less formal than an evening meal $ and it was not as good as I expected from the reviews I read.	lunch	-1
Sauce $ a liquid or semi-liquid substance served with food to add moistness and flavour alcoholic drink impertinence; cheek $ was watery and the food didn't have much flavor.	Sauce	-1
The waitress $ a woman whose job is to serve customers at their tables in a restaurant. $ was very patient with us and the food is phenomenal!	waitress	1
Service $ the action of helping or doing work for someone assistance or advice given to customers during and after the sale of goods a piece of work done for a client or customer that does not involve manufacturing goods a system supplying a public need such as transport, communications, or utilities such as electricity and water a ceremony of religious worship according to a prescribed form a periodic routine inspection and maintenance of a vehicle or other machine a set of matching crockery used for serving a particular meal (in tennis and other racket sports) the action or right of serving to begin p $ was prompt, friendly and great.	Service	1
Great pizza $ a dish of Italian origin, consisting of a flat round base of dough baked with a topping of tomatoes and cheese, typically with added meat, fish, or vegetables $ and fantastic service.	pizza	1
There was a small wait $ stay where one is or delay action until a particular time or event used to indicate that one is eagerly impatient to do something or for something to happen $, but shorter than I expected.	wait	1
Located at the end of a magnificent block $ a large solid piece of hard material, especially rock, stone, or wood, typically with flat surfaces on each side a large single building subdivided into separate rooms, flats, or offices a large quantity or allocation of things regarded as a unit an obstacle to the normal progress or functioning of something a flat area of something, especially a solid area of colour a pulley or system of pulleys mounted in a case $.	block	1
This is the best sushi $ a Japanese dish consisting of small balls or rolls of vinegar-flavoured cold rice served with a garnish of vegetables, egg, or raw seafood. $ in new york city - hands down.	sushi	1
The place $ a good deal of particular position, point, or area in space; a location a portion of space designated or available for or being used by someone a position in a sequence or series, typically one ordered on the basis of merit a square or short street $ is small and cramped but the food is fantastic.	place	1
Get the tuna of gari $ a large and active predatory schooling fish of warm seas, extensively fished commercially and popular as a game fish. [SEP] expressing the relationship between a part and a whole. expressing the relationship between a scale or measure and a value indicating an association between two entities, typically one of belonging, in which the first is the head of the phrase and the second is something associated with it expressing the relationship between a direction and a point of reference expressing the relationship between a general category or type and the thing being specified which belongs to su $.	tuna of gari	1
Planet Thailand $ a celestial body moving in an elliptical orbit round a star. [SEP] a kingdom in SE Asia, on the Gulf of Thailand; population 68,000,000 (estimated 2015); capital, Bangkok; language, Thai (official). $ has always been a hit with me , I go there usually for the sushi, which is great , the thai food is excellent too .	Planet Thailand	1
With the great variety on the menu $ a list of dishes available in a restaurant $ , I eat here often and never get bored .	menu	1
The atmosphere $ the envelope of gases surrounding the earth or another planet the pervading tone or mood of a place, situation, or creative work $ isn't the greatest , but I suppose that's how they keep the prices down .	atmosphere	0
It's all about the food $ any nutritious substance that people or animals eat or drink or that plants absorb in order to maintain life and growth $ !!	food	1
first it took us a long time to find the place $ a particular position, point, or area in space; a location a portion of space designated or available for or being used by someone a position in a sequence or series, typically one ordered on the basis of merit a square or short street $.	place	-1
but when we looked at the menu $ a list of dishes available in a restaurant $, there weren't a lot of choices, most of them were dumplings in the appetizer section.	menu	-1
those rolls $ a luxury car produced by the British Rolls-Royce company. a product that is the most luxurious or highly specified of its kind $ were big, but not good and sashimi wasn't fresh.	rolls	0
Try the crunchy tuna $ making a sharp noise when bitten or crushed politically liberal and environmentally aware [SEP] a large and active predatory schooling fish of warm seas, extensively fished commercially and popular as a game fish. $, it is to die for.	crunchy tuna	1
First went here to enjoy their garden terrace $ a piece of ground adjoining a house, in which grass, flowers, and shrubs may be grown a large public hall [SEP] a level paved area next to a building; a patio each of a series of flat areas made on a slope, used for cultivation. a row of houses built in one block in a uniform style $.	garden terrace	1
The food $ any nutritious substance that people or animals eat or drink or that plants absorb in order to maintain life and growth $ was amazing, and the service was prompt and helpful, but not over-bearing or rushed.	food	1
The Steak Tartare $ a dish consisting of raw minced steak mixed with raw egg, onion, and seasonings and shaped into small cakes or patties. $ is a great bet, they fix it for you at the table.	Steak Tartare	1
Admittedly some nights inside the restaurant $ a place where people pay to sit and eat meals that are cooked and served on the premises $ were rather warm, but the open kitchen is part of the charm.	restaurant	1
Great wine selection $ natural selection in which an apparently disadvantageous characteristic (especially altruistic behaviour) increases in the population due to increased survival of individuals genetically related to those possessing the characteristic. $, Gigondas is worth the price, and the house champagne is a great value.	wine selection	1
It may be a bit packed on weekends, but the vibe $ not found $ is good and it is the best French food you will find in the area.	vibe	1
Have recommended the place $ a great deal of particular position, point, or area in space; a location a portion of space designated or available for or being used by someone a position in a sequence or series, typically one ordered on the basis of merit a square or short street $ to friends, always gets good response.	place	1
I take all my NYC guests to VT's $ Vermont. $.	VT's	1
Not sure where the previous reviewer, lonk, dined, but Saul is in a great neighborhood $ a district or community within a town or city the set of points whose distance from a given point is less than (or less than or equal to) some value. $ and has great food!	neighborhood	1
I'd highly recommend it for a special occasion -- it provides and intimate setting $ not found $ and nice service.	setting	1
I'm not sure where the other reviewers ate but it seems as if we visited two different restaurants because my friends and I all enjoy Mizu $ a member of a people of Mizoram in north-eastern India. the Tibeto-Burman language of the Mizo. $ very much... and we're repeat customers.	Mizu	1
Moules $ mussels served in their shells and cooked in a wine and onion sauce. $ were excellent, lobster ravioli was VERY salty!	Moules	1
Took my mom for Mother's Day, and the maitre d' $ the Buddha who will appear in the future. $ was pretty rude.	maitre d'	-1
Tiny dessert $ the sweet course eaten at the end of a meal $ was $8.00...just plain overpriced for what it is.	dessert	-1
The drinks $ drink different kinds of alcohol in close succession $ are always welll made and wine selection is fairly priced.	drinks	1
"""Try their chef's specials $ A kind of tall white hat worn by chefs; = """"toque"""". [SEP] better, greater, or otherwise different from what is usual belonging specifically to a good deal of particular person or place denoting a group consisting of matrices of unit determinant."" $-- they are to die for."	chef's specials	1
Service $ the action of helping or doing work for someone assistance or advice given to customers during and after the sale of goods a piece of work done for a client or customer that does not involve manufacturing goods a system supplying a public need such as transport, communications, or utilities such as electricity and water a ceremony of religious worship according to a prescribed form a periodic routine inspection and maintenance of a vehicle or other machine a set of matching crockery used for serving a particular meal (in tennis and other racket sports) the action or right of serving to begin p $ is not exactly five star, but thats not really a big deal.	Service	0
Downstairs lounge $ down a flight of stairs [SEP] lie, sit, or stand in a relaxed or lazy way $ is always a good attraction	Downstairs lounge	1
Raga's $ (in Indian classical music) each of the six basic musical modes which express different moods in certain characteristic progressions, with more emphasis placed on some notes than others. $ is a romantic, cozy restaurant.	Raga's	1
The exotic food $ originating in or characteristic of a good deal of distant foreign country [SEP] any nutritious substance that people or animals eat or drink or that plants absorb in order to maintain life and growth $ is beautifully presented and is a delight in delicious combinations.	exotic food	1
The staff $ not found $ is incredibly helpful and attentive.	staff	1
The bar $ a long rigid piece of wood, metal, or similar material, typically used as an obstruction, fastening, or weapon a counter in a pub, restaurant, or cafe across which drinks or refreshments are served a barrier or restriction to an action or advance any of the short sections or measures, typically of equal time value, into which a piece of music is divided, shown on a score by vertical lines across the stave a partition in a court room, now usually notional, beyond which most people may not pass and at which an accused person stands the profession of barrister $ is very well stocked with interesting beers and well priced wines.	bar	1
When we stumbled on Leon $ a city in northern Spain; population 135,119 (2008). It is the capital of the province and former kingdom of León, now part of Castilla-León region. an industrial city in central Mexico; population 1,137,465 (2005). a city in western Nicaragua, the second largest city in the country; population 174,051 (2006). $, we thought that we had found quite the gem BUT, we were certainly wrong.	Leon	-1
The waitress $ a woman whose job is to serve customers at their tables in a restaurant. $ moved our table practically into the bathroom and when we asked to cancel our dinner orders because we did not want to eat sitting on the toilet, we were told no...	waitress	-1
Rude service $ the action of helping or doing work for someone assistance or advice given to customers during and after the sale of goods a piece of work done for a client or customer that does not involve manufacturing goods a system supplying a public need such as transport, communications, or utilities such as electricity and water a ceremony of religious worship according to a prescribed form a periodic routine inspection and maintenance of a vehicle or other machine a set of matching crockery used for serving a particular meal (in tennis and other racket sports) the action or right of serving to begin p $, medicore food...there are tons of restaurants in NY...stay away from this one	service	0
I had a grat time at Jekyll and Hyde $ used in reference to a person or thing that alternately displays two different sides to their character or nature $!	Jekyll and Hyde	1
I loved everythig about it-especially the shows $ allow or cause (something) to be visible allow (a quality or emotion) to be perceived; display demonstrate or prove finish third or in the first three in a race $ and actors.	shows	1
Our server $ a person or thing that serves. a computer or computer program which manages access to a centralized resource or service in a network $ was very helpful and friendly.	server	1
The food $ any nutritious substance that people or animals eat or drink or that plants absorb in order to maintain life and growth $ was good too.	food	1
The tuna $ a large and active predatory schooling fish of warm seas, extensively fished commercially and popular as a game fish. $ and wasabe potatoes are excellent.	tuna	1
The outdoor atmosphere $ done, situated, or used out of doors [SEP] the envelope of gases surrounding the earth or another planet the pervading tone or mood of a good deal of place, situation, or creative work $ of sitting on the sidewalk watching the world go by 50 feet away on 6th avenue on a cool evening was wonderful.	outdoor atmosphere	1
Service $ the action of helping or doing work for someone assistance or advice given to customers during and after the sale of goods a great deal of piece of work done for a client or customer that does not involve manufacturing goods a system supplying a public need such as transport, communications, or utilities such as electricity and water a ceremony of religious worship according to a prescribed form a periodic routine inspection and maintenance of a vehicle or other machine a set of matching crockery used for serving a particular meal (in tennis and other racket sports) the action or right of serving to begin p $ was prompt and courteous.	Service	1
The pizza $ a dish of Italian origin, consisting of a flat round base of dough baked with a topping of tomatoes and cheese, typically with added meat, fish, or vegetables $ is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.	pizza	1
Two complaints- their appetizer selection $ a small dish of food or a drink taken before a meal or the main course of a meal to stimulate one's appetite [SEP] the action or fact of carefully choosing someone or something as being the best or most suitable a process in which environmental or genetic influences determine which types of organism thrive better than others in the slightest. regarded as a factor in evolution the action of choosing and acquiring plots of land for small farming on terms favourable to the buyer $ stinks, it would be nice to get some mozzarella sticks on the menu.	appetizer selection	-1
Wait staff $ waiters and waitresses collectively $ is blantently unappreciative of your business but its the best pie on the UWS!	Wait staff	1
By far the best salad $ a cold dish of various mixtures of raw or cooked vegetables, usually seasoned with oil, vinegar, or other dressing and sometimes accompanied by meat, fish, or other ingredients $ I have had in a fast food restaurant.	salad	1
fine dining $ the activity of eating a meal $ restaurant quality.	dining	1
On a recent Sunday afternoon, a friend and I accidently found this great restaurant $ a place where people pay to sit and eat meals that are cooked and served on the premises $ on our way to see the pulitzer prize winning play DOUBT.	restaurant	1
The chicken pot pie $ a domestic fowl kept for its eggs or meat, especially a young one a cowardly person; a coward. [SEP] a rounded or cylindrical container, typically of metal, used for cooking the total sum of the bets made on a round in poker, brag, etc. a prize in a sporting contest, especially a silver cup. a pot belly an engine cylinder. a shot in which a player strikes a ball into a pocket [SEP] a baked dish of fruit, or meat and vegetables, typically with a top and base of pastry $ is excpetiona, the cheeseburger huge and delictable, and the service professional wan warm.	chicken pot pie	1
The staff $ not found $ is no nonsense.	staff	1
The food $ any nutritious substance that people or animals eat or drink or that plants absorb in order to maintain life and growth $ options rule.	food	1
