review	aspect	sentiment
Everything is so easy to use, Mac software is just so much simpler than Microsoft software.	use	1
And if you do a lot of writing, editing is a problem since there is no  forward delete  key.	editing	-1
Its ease of use and the top service from Apple- be it their phone assistance or bellying up to the genius bar- cannot be beat.	use	1
It has a 10 hour battery life when you're doing web browsing and word editing, making it perfect for the classroom or office, and in terms of gaming and movie playing it'll have a battery life of just over 5 hours.	battery life	1
Acer has set me up with FREE recovery discs, when they are available since I asked.	recovery discs	1
"I also purchased Office Max's ""Max Assurance"" with the ""no lemon"" clause."	"Office Max's ""Max Assurance"""	0
I eventually did the migration from my iMac backup disc which uses USB.	iMac backup disc	0
The battery life seems to be very good, and have had no issues with it.	battery life	1
Enabling the battery timer is useless.	battery timer	-1
Temperatures on the outside were alright but i did not track in Core Processing Unit temperatures.	Temperatures	0
Going to bring it to service today.	service	0
There is no need to purchase virus protection for Mac, which saves me a lot of time and money.	virus protection for Mac	1
But we had paid for bluetooth, and there was none.	bluetooth	-1
So, I paid a visit to LG notebook service center at Alexandra Road, hoping they can make the hinge tighter.	LG notebook service center	0
My daughter uses it for games, email, facebook, pictures and music.	games	0
It is always reliable, never bugged and responds well.	responds	1
After about a week I finally got it back and was told that the motherboard had failed and so they installed a new motherboard.	motherboard	-1
It was slow, locked up, and also had hardware replaced after only 2 months!	hardware	-1
they had to replace the motherboard in April	motherboard	-1
Yes, the computer was light weight, less expensive than the average laptop, and was pretty self explantory in use.	use	1
Also, if you need to talk to a representive at Microsoft, there is a charge, which I believe is robbery, since you are charged enormous amounts for a very badly designed system, which most people would have went with XP if they could.	representive at Microsoft	1
I love WIndows 7 which is a vast improvment over Vista.	WIndows 7	1
Keyboard is great, very quiet for all the typing that I do.	Keyboard	1
Dell's customer disservice is an insult to it's customers who pay good money for shoddy products.	Dell's customer disservice	-1
It had a cooling system malfunction after 10 minutes of general use, and would not move past this error.	cooling system	0
I can render AVCHD movies with little effort, which was a problem for most pc's unless you had a quad core I7.	quad core I7	1
After talking it over with the very knowledgeable sales associate, I chose the MacBook Pro over the white MacBook.	sales associate	1
If you really want a bang-up system and don't need to run Windows applications, go with an Apple;	system	1
You won't have to spend gobs of money on some inefficient virus program that needs to be updated every month and that constantly drains your wallet.	virus program	-1
2 months later, the battery went.	battery	-1
You may need to special order a bag.	bag	0
It's color is even cool.	color	1
keys are all in weird places and is way too large for the way it is designed.	keys	-1
Yes, a Mac is much more money than the average laptop out there, but there is no comparison in style, speed and just cool factor.	style	1
The keyboard feels good and I type just fine on it.	keyboard	1
I thought the white Mac computers looked dirty too quicly where you use the mousepad and where you place your hands when typing.	mousepad	0
BEST BUY - 5 STARS + + + (sales, service, respect for old men who aren't familiar with the technology) DELL COMPUTERS - 3 stars DELL SUPPORT - owes a me a couple	sales	1
no complaints with their desktop, and maybe because it just sits on your desktop, and you don't carry it around, which could jar the hard drive, or the motherboard.	hard drive	0
Yes, they cost more, but they more than make up for it in speed, construction quality, and longevity.	speed	1
"Since I keyboard over 100 wpm, I look for a unit that has a comfortble keyboard (no keys sticking or lagging, strange configuration of ""extra key"", etc."	keyboard	1
) I also tried the touch pad and compared it to other netbooks in the store.	touch pad	0
It gets stuck all of the time you use it, and you have to keep tapping on it to get it to work.	use	-1
lots of preloaded software.	preloaded software	1
I wish it had a webcam though, then it would be perfect!	webcam	-1
My favorite part of this computer is that it has a vga port so I can connect it to a bigger screen.	vga port	1
Another thing I might add is the battery life is excellent.	battery life	1
One drawback, I wish the keys were backlit.	keys	-1
Acer was no help and Garmin could not determine the problem(after spending about 2 hours with me), so I returned it and purchased a Toshiba R700 that seems even nicer and I was able to load all of my software with no problem.	software	1
I play a lot of casual games online, and the touchpad is very responsive.	touchpad	1
Granted, it's still a very new laptop but in comparison to my previous laptops and desktops, my Mac boots up noticeably quicker.	boots up	1
It caught a virus that completely wiped out my hard drive in a matter of hours.	hard drive	-1
It is everything I'd hoped it would be from a look and feel standpoint, but somehow a bit more sturdy.	look and feel standpoint	1
The Bluetooth was not there at all, and the fingerprint reader driver would be there, but the software would hang after installation was 1/2 way done.	Bluetooth	-1
The delivery was fast, and I would not hesitate to purchase this laptop again.	delivery	1
I've been impressed with the battery life and the performance for such a small amount of memory.	battery life	1
It's applications are terrific, including the replacements for Microsoft office.	applications	1
I got it back and my built-in webcam and built-in mic were shorting out anytime I touched the lid, (mind you this was my means of communication with my fiance who was deployed) but I suffered thru it and would constandly have to reset the computer to be able to use my cam and mic anytime they went out.	built-in webcam	-1
Is this partially due to the fact that it is running Windows Vista?	Windows Vista	0
The board has a bad connector with the power supply and shortly after warrenty expires the power supply will start having issues.	board	-1
My dad has one of the very first Toshibas ever made, yes its abit slow now but still works well and i hooked to my ethernet!	works	1
Mostly I love the drag and drop feature.	drag and drop feature	1
oh yeah, and if the fancy webcam breaks guess who you have to send it to to get it fixed?	webcam	-1
I ordered through MacMall, which saved me the sales tax I would have incurred buying locally.	sales tax	1
Of course, I also have several great software packages that came for free including iWork, GarageBand, and iMovie.	software packages	1
The screen is very large and crystal clear with amazing colors and resolution.	screen	1
After a little more than a year of owning my MacBook Pro, the monitor has completely died.	monitor	-1
The brand of iTunes has just become ingrained in our lexicon now, but keep in mind that Apple started it all.	iTunes	1
Size: I know 13 is small (especially for a desktop replacement) but with an external monitor, who cares.	Size	0
Taking it back to Best Buy I found that a tiny plastic piece inside had broken (manuf issue).	manuf	-1
The display is incredibly bright, much brighter than my PowerBook and very crisp.	display	1
The AMD Turin processor seems to always perform so much better than Intel.	AMD Turin processor	1
After that the said it was under warranty.	warranty	0
The start menu is not the easiest thing to navigate due to the stacking.	start menu	-1
Only thing I would want to add to this is an internal bluray read/write drive.	bluray read/write drive	-1
The service tech said he had tried to duplicate the damage and wasn't able to recreate it therefore it had to be their defect.	service tech	-1
The tech store I purchased this from sent it back,,,,,eventually I got a new or repaired machine approximately 3 weeks later.	tech store	-1
Really like the textured surface which shows no fingerprints.	surface	1
The screen is bright and the keyboard is nice;	screen	1
But the machine is awesome and iLife is great and I love Snow Leopard X.	iLife	1
I thought learning the Mac OS would be hard, but it is easily picked up if you are familiar with a PC.	Mac OS	1
"I had static in the output, and I had to reduce the sound output quality to ""FM"" as opposed to the default ""CD."	sound output quality	-1
I custom ordered the machine from HP and could NOT understand the techie due to his accent.	techie	-1
It is easy to use and lightweight.	use	1
I went to Toshiba online help and found some suggestions to fix it.	Toshiba online help	1
They also have a longer service life than other computers (I have several friends who still use the older Apple PowerBooks).	service life	1
If you check you will find the same notebook with the above missing ports and a dual core AMD or Intel processor.	ports	0
This laptop is a great price and has a sleek look.	price	1
I especially like the keyboard which has chiclet type keys.	keyboard	1
Runs Hot  I thought we were paying for quality in our decision to buy an Apple product.	quality	-1
For the not so good, I got the stock screen - which is VERY glossy.	stock screen	-1
The gray color was a good choice.	gray color	1
I would like to have volume buttons rather than the adjustment that is on the front.	volume buttons	-1
I bought a protector for my key pad and it works great :)	protector	1
The magnetic plug-in power charging power cord is great (I even put it to the test by accident)- excellent innovation!	magnetic plug-in power charging power cord	1
It seems they could have updated XP and done without creating Vista.	XP	1
It is easy to use, fast and has great graphics for the money.	use	1
I like how the Mac OS is so simple and easy to use.	Mac OS	1
While Apple's saving grace is the fact that they at least stand behind their products, and their support is great, it would be nice if their products were more reliable to justify the premium.	support	1
I was ready to take it back for a refund, but the Geek Squad camed through and pointed me in the right direction to get it fixed.	Geek Squad	1
only good thing is the graphics quality.	graphics quality	1
The other lock-up problems are from a myriad of causes, the most common being a corrupted version of Appleworks which can render the browser useless.	Appleworks	-1
The paint wears off easily due to the keyboard being farther back than usual.	paint	-1
I had purchased it from a major electronics store and took it to their service department to find out what the problem was.	service department	0
The store honored their warrenty and made the comment that they don't even recommend the HP brand because of the problems with their warrentys.	warrenty	1
I always use a backup hard disk to store important files at all times.	hard disk	0
But the screen size is not that bad for email and web browsing.	screen size	1
Once I removed all the software the laptop loads in 15-20 seconds.	software	0
On my PowerBook G4 I would never use the trackpad I would use an external mouse because I didn't like the trackpad.	trackpad	0
This computer doesn't do that well with certain games it can't play some and it becomes too hot while playing games.	games	-1
"Obviously one of the most important features of any computer is the ""human interface."	features	0
The body is a bit cheaply made so it will be interesting to see how long it holds up.	body	-1
The i5 blows my desktop out of the water when it comes to rendering videos.	i5	-1
With a mac you don't have to worry about antivirus software or firewall, it's so wonderful.	antivirus software	0
Am very glad I bought it, great netbook, low price.	price	1
The Apple team also assists you very nicely when choosing which computer is right for you :)	Apple team	1
The video chat is the only thing that is iffy about it but im sure once they unpdate the next version on the macbook book the quality of it will be better.	video chat	-1
Fan vents to the side, so no cooling pad needed, great feature!	Fan	1
i use my mac all the time, i love the software, the way it takes a short time to load things, how easy it is to use and most of all how you don't have to worry about viruses.	software	1
Wasted me at least 8 hours of installation time.	installation time	-1
It has far exceeded my expectations for power, storage, and abilitiy.	power	1
A great feature is the spotlight search: one can search for documents by simply typing a keyword, rather than parsing tens of file folders for a document.	feature	1
My wireless system would not recognize Windows 7 and I couldn't get online to find out why.	wireless system	0
I am enjoying it and the quality it provides is great!	quality	1
Suffice it to say, my MacBook Pro keeps me going with its long battery life and blazing speed.	battery life	1
The OS is also very user friendly, even for those that switch from a PC, with a little practice you can take full advantage of this OS!	OS	1
iTunes is a handy music-management program, and it is essential for anyone with an iPod.	iTunes	1
Mac is not made for gaming.	gaming	-1
Well I spilled something on it and they replaced it with this model, which gets hot and the battery doesn't make it through 1 DVD.	battery	-1
I've had to call Apple support to set up my new printer and have had wonderful experiences with helpful, english speaking (from Vancouver) techs that walked me through the processes to help me.	Apple support	1
But Sony said we could send it back and be charged for adding the bluetooth an additional seventy something dollars.	adding the bluetooth	-1
I need graphic power to run my Adobe Creative apps efficiently.	graphic power	0
the programs are esay to use and are quick to process this computer works like a charm.	programs	1
The materials that came with the computer did not include the right # anywhere.	materials	-1
It does not even have the software to play a dvd now.	software	-1
HOW DOES THE POWER SUPPLY NOT WORK!!!	POWER SUPPLY	-1
Sells for the same as a netbook without sacrificing size.	size	1
Windows XP SP2 caused many problems on the computer, so I had to remove it.	Windows XP SP2	-1
I reloaded with Windows 7 Ultimate, and the Bluetooth and Fingerprint reader (software) would not load.	Windows 7 Ultimate	-1
None of the techs at HP knew what they were doing.	techs at HP	-1
this is my second one and the same problem, bad video card  unreliable overall, this will be my second time returning this laptop back to best buy.	video card	-1
With awesome graphics and assuring security, it's perfect!	graphics	1
It runs perfectly.	runs	1
Sometimes the screen even goes black on this computer.	screen	-1
I recommend for word processing and internet users.	word processing	1
Since I've had this computer I've only used the trackpad because it is so nice and smooth.	trackpad	1
A longer battery life would have been great - but it meets it's spec quite easily.	spec	1
Who couldn't love a DVD burner, 80-gigabyte HD, and fairly new graphics chip? As I soon discovered, though, there is a reason for which similarly-configured Sony and Toshiba machines cost more: they use higher-quality components that are faster, better-configured, and end up lasting a lot longer.	DVD burner	1
Its fast and another thing I like is that it has three USB ports.	USB ports	1
The salesman talked us into this computer away from another we were looking at and we have had nothing but problems with software problems and just not happy with it.	software	-1
That system is fixed.	system	0
The computer itself was fast, ran smoothly, and had no problems.	ran	1
Like the price and operation.	price	1
The brand is tarnished in my heart.	brand	-1
This is likely due to poor grounding and isolation between the components, and I'm hoping that it can be fixed with a ground loop isolator, but I still expected better product quality for this price range.	components	0
I 'have had it for about a 1 1/2 and yes I have had an issue with it one month out of warranty.	warranty	0
Once open, the leading edge is razor sharp.	leading edge	-1
Loaded with bloatware.	bloatware	0
Maximum sound isn't nearly as loud as it should be.	Maximum sound	-1
Great Laptop for the price, works well with action pack games.	price	1
Although the price is higher then Dell laptops, the Macbooks are worth the dough.	price	-1
I would not recommend this to anyone wanting a notebook expecting the performance of a Desktop it does not meet the expectations.	performance	-1
The Macbook arrived in a nice twin packing and sealed in the box, all the functions works great.	twin packing	1
So what if the laptops/mobile phones look chic and cool? The after sales support is terrible.	look	1
I also like the acer arcade but these were reallythe only two things I liked about this laptop.	acer arcade	1
Have not yet needed any customer support with this yet so to me that is a great thing, which is leaps and bounds ahead of PC in my opinion.	customer support	1
I gave it to my daughter because I just hated the screen, hated that it had no cd drive to at least play cd's when I wanted to listen to music and do schoolwork.	screen	-1
It runs very quiet too which is a plus.	runs	1
but it  has a major design flaw.	design	-1
It was heavy,bulky, and hard to carry because of the size.	size	-1
The games included are very good games.	games	0
I had something else go wrong and they said it had to be in good working order to be able to buy the warranty.	warranty	-1
Sometimes you really have to tap the pad to get it to worki	pad	-1
It's super fast and a great value for the price!	value	1
Three, the mac book has advantages over pcs' with linux based os there is very 'few problems with system performance when it comes to a mac.	linux based os	-1
A mac is very easy to use and it simply makes sense.	use	1
however, I may have inadvertently thrown out one of the batteries with the shipping carton.	batteries	0
It is so much easier to use	use	1
There is no need to open a program first and the cliick open or import.	program	1
It is so nice not to worry about that and the extra expense that comes along with the necessary virus protection on PC's.	virus protection	1
Three weeks after I bought the netbook, the screen quit working.	screen	-1
The processor screams, and because of the unique way that Apple OSX 16 functions, most of the graphics are routed through the hardware rather than the software.	processor	1
I wanted something that had a new Intel Core processors and HDMI port so that we could hook it up directly to our TV.	Intel Core processors	0
With today's company fighting over marketshare, its a shame that ASUS can get away with the inept staff answering thephone.	staff	-1
The price premium is a little much, but when you start looking at the features it is worth the added cash.	price premium	1
Microsoft word was not on it andI had to buy it seperately.	Microsoft word	-1
it has 3 usb ports, 1 sd memory card reader and an sd memory car expansion.	usb ports	0
I connect a LaCie 2Big external drive via the firewire 800 interface, which is useful for Time Machine.	LaCie 2Big external drive	1
My Toshiba did not have sound on everything, just certain things.	sound	-1
I am overall very pleased with my toshiba satellite, I like the extra features, I love the windows 7 home premium.	extra features	1
The Aspire wont even boot past the Acer screen with a Droid (I have tried both Motorola and HTC) plugged into the USB port.	boot	-1
The battery life was shorter than expected.	battery life	-1
It fires up in the morning in less than 30 seconds and I have never had any issues with it freezing.	fires up	1
The keyboard is top notch.	keyboard	1
It drives me crazy when I want to download a game or something of that nature and I can't play it because its not compatable with the software.	software	-1
The online tutorial videos make it super easy to learn if you have always used a PC.	online tutorial videos	1
With a MAC computer I have more free time as I don't have to wait for windows to boot up or shut down and all the viruses associated with windows.	windows	-1
It was very easy to just pick up and use-- It did not take long to get used to the Mac OS.	use	1
It is well worth the money it cost, Very good investment.	cost	1
Upgrading from Windows 7 Starter, thru Windows 7 Home Premium, to Windows 7 Professional was a snap;	Windows 7 Starter	0
This computer had exactly the specifications I needed.	specifications	1
My kids (and dogs) destroyed two power cords by pulling on them.	power cords	0
I had upgraded my old MacBook to Lion, so I kind of knew what I was getting, but hadn't been able to enjoy some of the awesome new multi-touch features.	multi-touch features	1
The screen is a little glary, and I hated the clicking buttons, but I got used to them.	screen	-1
Not to mention, the battery life is absolutely amazing.	battery life	1
Windows also shuts the computer down for no reason without warning.	Windows	-1
not using wired lan not sure what thats about.	wired lan	0
Anyways I bought this two months ago and when I first brought it home it kept giving me a message about a vibration in the hard drive and it is putting it temporaly in save zone.	hard drive	-1
It's fast and has excellent battery life.	battery life	1
Apple care included.	Apple care	0
Features like the font are very block-like and old school.	Features	-1
It is loaded with programs that is of no good for the average user, that makes it run way to slow.	programs	-1
I feel that it was poorly put together, because once in a while different plastic pieces would come off of it.	plastic pieces	-1
Finally, I should note that I took the 2GB RAM stick from my old EeePC and installed it before I even powered on for the first time.	2GB RAM stick	0
Windows is also rather unsteady on its feet and is susceptible to many bugs.	Windows	-1
After sending out documents via email and having recipients tell me they could not open the documents or they came through as gibberish, I broke down and spent another $100 to get Microsoft Word for Mac.	Microsoft Word for Mac	0
DO NOT BUY GATEWAY COMPUTERS THEY ARE JUNK AND THE WARRANTY COMPANY IS HORRIBLE.	WARRANTY COMPANY	-1
then on top of it all their cusromer service center is in the middle east.	cusromer service center	-1
The only bad part is the size/weight.	size	-1
The little battery that it did have would only last about an hour while just having it on the desktop.	battery	-1
I liked the aluminum body.	aluminum body	1
Its good for playing my apps on Facebook or watching movies.	playing	1
From the build quality to the performance, everything about it has been sub-par from what I would have expected from Apple.	build quality	-1
I love the dock where I can simply drop a file ontop of a particular program, and the program will simply open that file.	dock	1
pretty much everything else about the computer is good it just stops working out of no were.	working	-1
It was truly a great computer costing less than one thousand bucks before tax.	costing	1
Now,,,,,my monitor has been acting up for about 2 months.	monitor	-1
Also, the extended warranty was a problem.	extended warranty	-1
Boots up fast and runs great!	Boots up	1
Lightweight and the screen is beautiful!	screen	1
I needed a driver for my HP and they would not help me with out me paying over $50 for it.	driver	0
Call tech support, standard email the form and fax it back in to us.	tech support	0
They sent it back with a huge crack in it and it still didn't work.	work	-1
A coupla months later, they change my hard drive.	hard drive	-1
They say sorry out of warranty.	warranty	-1
I bought this laptop because of the performance to price ratio.	performance	1
PC never worked right even after BIOS fixed.	BIOS	-1
After having two PC laptops die with in the past 3 years, I was led to the Apple display at Best Buy by the sleek design and promise of less tech issues.	design	1
The size is perfect and I do not recomend anything bigger except for any person who can exceed the limited space it gives you.	size	1
The service I received from Toshiba went above and beyond the call of duty.	service	1
Have had many higher priced computers crash and burn long before ever got to use all that great memory and speed, etc.	priced	-1
I would recommend it just because of the internet speed probably because thats the only thing i really care about.	internet speed	1
There are several programs for school or office use (Pages, Numbers, Keynote, etc.), music (Garageband), photo management (Photo Booth, iPhoto), video-editing or movie-making (iMovie), etc.	programs	0
The screen shows great colors.	screen	1
I have no idea how to burn cd's or to use the web cam, just for starters.	burn cd's	0
The 17 inch screen is very large, but the computer is very light.	17 inch screen	-1
My opinion of Sony has been dropping as fast as the stock market, given their horrible support, but this machine just caused another plunge.	support	-1
For the Bluetooth to work properly, you must install the Launch Manager on the Drivers/Applications DVD, or it will not show after the reload.	Bluetooth	0
I also liked the glass screen.	glass screen	1
The switchable graphic card is pretty sweet when you want gaming on the laptop.	switchable graphic card	1
It's not a wear-and-tear issue, not due to user carelessness and most importantly, they CAN'T guarantee the problem will be solved if it is sent for service and I have to accept the outcome.	service	-1
The battery life has not decreased since I bought it, so i'm thrilled with that.	battery life	1
When I called Toshiba, they would not do anything and even tried to charge me $35 for the phone call, even though they didn't offer any technical support.	technical support	-1
I bought this notebook and only had it for 3 months If it is overload with updates the BOOT MGR.	BOOT MGR	0
Oh and if thats not bad enough it doesn't come with a recovery cd so you can make one if you know how to or buy one if you buy it the cost is $25 for two cds.	recovery cd	-1
The price and features more than met my needs.	price	1
Skype is just so dang cool with this machine too.	Skype	1
the mouse buttons are hard to push.	mouse buttons	-1
Also, HDD secures inside using rails, and there is only one set on the main hard drive.	HDD	1
All I will say now is that it was over two grand less expensive and so much better quality than my hunk of crap Vaio.	quality	1
(Beware, their staff could send you back making you feel that only they know what a computer is.	staff	-1
My sister has the same Mac as me and she is in a band and uses GarageBand to record and edit.	GarageBand	0
They say that this will invalidate the warranty on the hard drive (I don't really understand why but anyway).	warranty	0
and looks very sexyy:D  really the mac book pro is the best laptop specially for students in college if you are not caring about price.	price	-1
A great computer for light home use and business use.	home use	1
Also consider the MS Office apps are all trial versions, hope you have your own copies.	MS Office apps	-1
The battery life is amazingly long at 7hrs and 5hrs if you use it.	battery life	1
lightweight, long battery life, excellent transition from PC;	battery life	1
The price is another driving influence that made me purchase this laptop.	price	1
The Nortons virus scan is only for a very short time unlike others that usually are good for a year.	Nortons virus scan	-1
It is stamped and not in pieces therefore it is a stronger more resilient frame.	frame	1
I am first time Mac Buyer and am amazed at features and ease of use the Mac offers.	features	1
Came fully loaded - good.	loaded	1
I noticed windows has a new system called Windows 7, what about us Vista users?  They should get all the bugs out of Vista before investing in a new system.	windows	0
When we bought our new HP comouter in Dec. of 2008, we wanted Windows XP, but were told it would cost an extra $159, so we went with Vista.	Vista	0
The only thing that I have, is the key broad is a little dark to see the letters, would help if it was a little lighter then it is.	key broad	-1
"I'm still within the one year warranty but the repair ""depot""  has deemed that this time it was caused by physical abuse and is not  covered."	warranty	-1
But I needed a laptop for school use.	school use	0
This is the complete opposite to an ergonomic design.	design	-1
I would like at least a 4 hr. battery life.	battery life	0
The only thing that I don't like about my mac is that sometimes there are programs that I want to be able to run and I am not able to.	programs	-1
Wireless has not been a issue for me, like some others have meantioned.	Wireless	1
MacBook Notebooks quickly die out because of their short battery life, as well as the many background programs that run without the user's knowlede.	battery life	-1
All the things you can do with the trackpad make navigating around the computer and its programs so much simpler, quicker, and easier.	trackpad	1
I guess the only good thing that came out of these were the speakers and the subwoofer.	speakers	1
Theres a built in camera with special effects- for video and photography.	built in camera	1
All for such a great price.	price	1
Long story short, since I experience so many problems with my laptop every since I bought it from day one, I didn't ask for a new laptop or a refund of what I pay for a crapy laptop, but just an extension of my laptop warranty for another year, they made a big deal of out that and after so many calls and complaints about their products and services, they finally gave in.	warranty	0
Another thing is that after only a month the left mouse key broke and it costed $175 to send it in to fix it.	left mouse key	0
Clear picture on it and everything.	picture	1
They said that my computer was covered on an extended warranty, and that products with  extended warranties are taken care of through third parties and not Sony itself anymore.	extended warranty	0
Very long-life battery (up to 10-11 hours depending on how you configure power level settings).	battery	1
Screen is awesome, battery life is good.	Screen	1
The black model also has a very nice seamless appearance - one of the better looking notebooks I've seen.	appearance	1
The technical service for dell is so 3rd world it might as well not even bother.	technical service for dell	-1
The graphics were awful and the warranty isn't even worth the cheap payment on the computer.	graphics	-1
They gave me a hard time yet again, but their was a malfunction in the battery itself, it didn't die.	battery	-1
If you don't feel comfortable doing it yourself, just buy the case and be happy, plus it looks nice, I bought the white one from Best Buy.	case	1
you can find many laptops with the same performance and even better with lower price, but you cannot find the look, easy, applications, and the experience in mac.	performance	1
Excellent speed for processing data.	speed	1
When you call tech support you were routed to someone who was in another country and did not know what they were doing.	tech support	-1
I was taught to use Photoshop and was amazed.	Photoshop	1
Somehow the system clock got messed up after reboot.	system clock	-1
the only problem is that i had to add 1 gb RAM, the computer was kinda slow.	RAM	-1
The driver updates don't fix the issue, very frustrating.	driver updates	-1
I will never go back to Windows!	Windows	-1
It works really well.	works	1
Bigger HD, better graphics card, and a bid HD.	HD	1
The built in camera is very useful when chatting with other techs in remote buildings on our campus.	built in camera	1
Mine came at $1,700 w/o a DVD burner (!).	DVD burner	-1
The DVD burner broke after burning 3 DVD'd during that time!	DVD burner	-1
It works fine with our wireless and they've had not problems.	works	1
But you must get the 15 inch.	15 inch	1
Overall the computer is very easy to use, the screen is perfect, great computer, my daughter loves.	use	1
The casing of the power cord fried and shocked my husband when he pulled it out of the socket.	casing of the power cord	-1
It does not keep internet signals no matter where you bring it.	internet signals	-1
It's a great product for a great price!	price	1
Again, the same problem, the right speaker did not work.	right speaker	-1
But see the macbook pro is different because it may have a huge price tag but it comes with the full software that you would actually need and most of it has free future updates.	software	1
and the multiple page viewer ( allows you to press one button to see every separate page currently opened at the same time in one screen) are great for those who are working non stop or just shopping online.	multiple page viewer	1
This was the 3rd day and part still had not been shipped.	shipped	-1
Keyboard good sized and wasy to use.	Keyboard	1
HP said it was out of warranty.	warranty	0
I never had this kind of quality issue with Dell (not to say Dell is that great), not with a brand new laptop.	quality	-1
wonderful features.	features	1
I had to call HP and ask for a recovery disk because the computer does not come with one and completely redo it all.	recovery disk	-1
Im glad that it has such great features in it.	features	1
I like those programs better than Office and you can save your files to be completely compatible with the Office programs as well.	programs	1
Great wifi too.	wifi	1
WHEN TYPING, LETTERS AND SPACES ARE FREQUENTLY OMITTED REQUIRING THE USER TO REDO MANY WORDS AND SENTENCES.	TYPING	-1
Only a few days after I received the computer back, the screen froze again.	screen	-1
It is not ideal for children because of the temp.	temp	-1
Although i do believe that Windows operating system may be to fault for some of the problems.	Windows operating system	-1
Great OS, fabulous improvements to the existing line bumping up the processor speed and adding the thunderbolt port.	OS	1
